,,Japan,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Japan
6/11/22,9:00,2953,64913,11377,239,1670,2536,636,-4,2288,4788,-4679,0,0,86715,17.48
6/11/22,10:00,2953,66955,11767,239,1708,719,631,0,3042,4311,-4209,0,0,88111,19.76
6/11/22,11:00,2945,67472,11458,239,1725,30,641,0,3225,4288,-4230,0,0,87793,23.26
6/11/22,12:00,2947,66294,10512,240,1721,0,552,0,2221,4167,-4135,0,0,84516,22.88
6/11/22,13:00,2954,64286,9505,240,1725,0,503,0,893,4646,-4622,0,0,80131,18.99
6/11/22,14:00,2953,62288,8713,240,1723,0,480,-81,644,4941,-4917,0,0,76981,17.77
6/11/22,15:00,2953,60115,8327,239,1739,0,471,-315,664,4588,-4549,0,0,74230,14.75
6/11/22,16:00,2953,55299,8597,239,1800,0,463,-10,704,4620,-4587,0,0,70080,15
6/11/22,17:00,2953,53049,8557,239,1800,0,407,-20,545,4192,-4138,0,0,67583,14.91
6/11/22,18:00,2954,53757,8944,238,1792,0,476,-20,708,3395,-3372,0,0,68869,15.01
6/11/22,19:00,2954,54978,9918,239,1800,0,564,-20,1241,3410,-3336,0,0,71746,15.26
6/11/22,20:00,2953,55117,10199,238,1796,95,592,-20,1711,3424,-3342,0,0,72767,15.02
6/11/22,21:00,2954,52987,9420,238,1775,1834,610,-30,1337,3569,-3521,0,0,71182,15.02
6/11/22,22:00,2954,47707,8550,238,1787,7579,621,-1009,650,4227,-4206,0,0,69102,14.68
6/11/22,23:00,2953,43458,8133,239,1804,16633,643,-3329,31,5401,-5394,0,0,70573,9.95
6/12/22,0:00,2953,41675,8006,239,1817,26548,673,-7094,0,6348,-6336,0,0,74833,5.91
6/12/22,1:00,2951,41479,7777,238,1778,35011,715,-9972,0,7359,-7351,2,0,79985,0.51
6/12/22,2:00,2952,39858,7615,237,1730,40085,792,-10405,0,7699,-7683,2,0,82874,0.01
6/12/22,3:00,2952,39690,7698,238,1745,42373,850,-10572,0,8624,-8612,3,0,84984,0.01
6/12/22,4:00,2951,40602,7623,237,1724,41266,1013,-10633,0,8579,-8575,3,0,84788,0.02
6/12/22,5:00,2951,41311,7824,238,1746,38336,1152,-9540,0,8691,-8653,2,0,84055,0.04
6/12/22,6:00,2952,42828,8164,237,1806,32858,1149,-7964,0,8703,-8660,2,0,82073,1.01
6/12/22,7:00,2950,43387,9119,238,1831,26814,1159,-4563,0,7250,-7170,1,0,81010,2.34
6/12/22,8:00,2952,48829,9986,238,1781,19701,1078,-2223,335,5495,-5399,0,0,82766,9.38
6/12/22,9:00,2944,58020,10963,238,1769,9596,1016,-695,1228,5315,-5194,0,0,85192,16.57
6/12/22,10:00,2944,64070,11954,239,1800,1838,996,0,2036,4849,-4734,0,0,85992,19.77
6/12/22,11:00,2947,65637,12021,238,1797,25,926,0,2998,4543,-4417,0,0,86717,21.93
6/12/22,12:00,2952,64479,11569,240,1794,0,905,0,1892,4973,-4862,0,0,83940,20.08
6/12/22,13:00,2951,61883,10524,241,1796,0,869,-8,1253,5212,-5110,0,0,79611,17.95
6/12/22,14:00,2952,59917,9235,239,1793,0,842,-10,312,5718,-5638,0,0,75359,16.68
6/12/22,15:00,2952,57924,8514,241,1793,0,850,-102,269,5391,-5345,0,0,72488,15.11
6/12/22,16:00,2953,53928,8187,240,1791,0,876,-68,263,5382,-5366,0,0,68184,15.07
6/12/22,17:00,2956,51611,8200,240,1777,0,885,-189,265,4826,-4809,0,0,65761,15
6/12/22,18:00,2956,53288,8496,241,1768,0,786,-213,118,4487,-4464,0,0,67462,15
6/12/22,19:00,2957,56301,9122,240,1759,0,721,-67,3,4372,-4351,0,0,71056,15.21
6/12/22,20:00,2956,57455,9664,240,1755,140,668,-30,164,4038,-4037,0,0,73013,16.41
6/12/22,21:00,2957,55919,9402,240,1740,2382,635,-142,152,4391,-4385,0,0,73286,14.5
6/12/22,22:00,2957,53404,8735,240,1742,8267,612,-1430,177,5441,-5447,0,0,74699,15.07
6/12/22,23:00,2956,51983,9119,240,1776,16739,585,-3464,165,6470,-6457,0,0,80111,12.3
6/13/22,0:00,2956,55535,9301,241,1800,25539,551,-4699,142,7095,-7052,0,0,91408,13.73
6/13/22,1:00,2955,56988,9546,241,1797,32229,485,-3963,42,7173,-7107,0,0,100393,15.2
6/13/22,2:00,2955,56112,9637,241,1825,37172,516,-4661,121,7676,-7556,0,0,104031,15.2
6/13/22,3:00,2955,57391,9302,241,1815,38095,550,-4680,31,7131,-7039,0,0,105781,15.08
6/13/22,4:00,2954,56343,8411,241,1784,35714,525,-4475,0,6616,-6551,0,0,101555,11.69
6/13/22,5:00,2953,61570,8950,241,1776,31884,542,-2190,112,5802,-5675,0,0,105959,17.2
6/13/22,6:00,2954,64612,9673,240,1772,25711,570,-400,610,6191,-6063,0,0,105868,17.84
6/13/22,7:00,2954,68932,10916,241,1772,18364,592,-331,539,5557,-5430,0,0,104106,18.72
6/13/22,8:00,2954,73838,11891,241,1728,10606,646,0,1347,4825,-4704,0,0,103362,23.2
6/13/22,9:00,2950,75424,12399,240,1743,4138,725,-10,2432,4628,-4504,0,0,100155,25.28
6/13/22,10:00,3013,76703,12703,241,1774,599,810,0,3121,4611,-4491,0,0,99079,25.99
6/13/22,11:00,3021,76344,12255,240,1767,3,832,-3,2425,4916,-4794,0,0,97003,25.56
6/13/22,12:00,3048,73994,11476,241,1764,0,884,-1,1186,4880,-4807,0,0,92665,23.07
6/13/22,13:00,3078,71176,10260,241,1767,0,1045,0,794,4853,-4801,0,0,88411,18.96
6/13/22,14:00,3099,69166,9154,242,1767,0,1122,0,475,5155,-5097,0,0,85083,18.57
6/13/22,15:00,3120,66480,8786,241,1787,0,1053,0,102,5570,-5531,0,0,81606,16.52
6/13/22,16:00,3132,61755,8676,242,1785,0,1082,-83,47,5280,-5235,0,0,76680,15.26
6/13/22,17:00,3111,59663,8583,241,1809,0,1134,-676,106,4905,-4868,0,0,74006,15.41
6/13/22,18:00,3162,60074,8782,240,1834,0,1142,-219,112,4466,-4451,0,0,75140,17.15
6/13/22,19:00,3204,62390,9212,241,1835,0,1086,-13,291,4095,-4080,0,0,78262,17.36
6/13/22,20:00,3212,63624,9293,240,1834,140,1017,-14,485,3883,-3860,0,0,79855,17.36
6/13/22,21:00,3213,62839,9028,240,1823,1364,1017,0,396,4742,-4705,0,0,79959,16.18
6/13/22,22:00,3211,61860,8760,241,1845,3818,1029,0,151,5788,-5780,0,0,80924,13.59
6/13/22,23:00,3212,62585,9023,241,1857,7099,1062,-118,291,6560,-6540,0,0,85274,15.24
6/14/22,0:00,3213,67599,9897,241,1870,10875,1082,0,607,7168,-7097,0,0,95459,18.25
6/14/22,1:00,3213,70633,10753,241,1875,14437,1116,0,554,7494,-7358,0,0,102957,20.29
6/14/22,2:00,3212,69475,10905,241,1898,16228,1159,-139,424,7743,-7596,0,0,103548,19.45
6/14/22,3:00,3210,69145,11005,240,1896,17167,1202,-332,208,7614,-7470,0,0,103887,18.81
6/14/22,4:00,3213,66131,9704,240,1902,16603,1257,-477,72,7497,-7423,0,0,98721,16.27
6/14/22,5:00,3213,70597,10083,240,1869,15476,1292,-417,391,7614,-7513,0,0,102839,18.27
6/14/22,6:00,3210,74187,10650,241,1805,12324,1339,-227,585,7517,-7387,0,0,104235,22.41
6/14/22,7:00,3214,75375,11616,240,1810,8034,1406,-228,810,6672,-6545,0,0,102399,22.06
6/14/22,8:00,3234,76836,12150,240,1802,5108,1411,0,1504,5951,-5819,0,0,102406,25.41
6/14/22,9:00,3255,77234,12237,240,1813,2608,1385,0,1283,5983,-5870,0,0,100162,24.92
6/14/22,10:00,3272,77882,12019,240,1842,627,1384,0,1666,5735,-5657,0,0,99005,25.27
6/14/22,11:00,3296,76737,11529,242,1830,20,1381,0,1455,5328,-5270,0,0,96544,22.26
6/14/22,12:00,3319,73788,11250,241,1827,0,1361,0,730,5151,-5096,0,0,92569,18.8
6/14/22,13:00,3348,69837,10994,242,1828,0,1437,0,458,5373,-5317,0,0,88197,17.13
6/14/22,14:00,3371,67466,10168,242,1829,0,1432,-31,270,5488,-5418,0,0,84814,15.65
6/14/22,15:00,3383,64593,9748,243,1823,0,1420,0,291,5371,-5297,0,0,81570,8.46
6/14/22,16:00,3385,59796,9451,242,1831,0,1430,-11,188,5229,-5154,0,0,76383,15.42
6/14/22,17:00,3382,57323,9367,242,1830,0,1453,-19,276,5024,-4938,0,0,73938,15.39
6/14/22,18:00,3384,58200,9555,241,1831,0,1401,-11,492,4676,-4585,0,0,75185,15.54
6/14/22,19:00,3383,60452,9981,240,1830,0,1423,0,964,4275,-4187,0,0,78360,16.05
6/14/22,20:00,3383,61619,10014,241,1825,118,1347,-10,1344,3917,-3853,0,0,79947,17.22
6/14/22,21:00,3385,61069,9765,240,1828,1164,1296,-10,1166,4471,-4411,0,0,79969,15.96
6/14/22,22:00,3383,60863,9551,241,1837,3399,1308,-10,457,5035,-4977,0,0,81091,15.4
6/14/22,23:00,3384,62289,9753,241,1837,6793,1348,-3,194,5529,-5483,0,0,85885,16.38
6/15/22,0:00,3380,68082,10260,240,1824,10548,1305,-112,115,5744,-5689,0,0,95698,18.86
6/15/22,1:00,3384,70465,10732,241,1838,14982,1172,-14,230,6136,-6077,0,0,103087,21
6/15/22,2:00,3386,68480,11010,240,1850,17968,1162,-308,154,7303,-7214,0,0,104034,18.53
6/15/22,3:00,3387,66600,10973,241,1886,20921,1136,-937,65,7674,-7571,0,0,104367,18.77
6/15/22,4:00,3406,64162,9849,241,1882,21178,1088,-1861,23,7488,-7400,119,32,100049,17.12
6/15/22,5:00,3429,69371,10324,238,1840,19304,995,-923,271,6630,-6519,62,32,104952,18.36
6/15/22,6:00,3454,70336,10977,241,1813,17382,912,-650,357,6617,-6461,0,0,104965,20.38
6/15/22,7:00,3480,71118,11790,240,1815,14602,880,-474,409,6469,-6302,0,0,104020,20.72
6/15/22,8:00,3497,74324,12265,239,1831,9713,754,-193,760,6103,-5949,0,0,103338,24.06
6/15/22,9:00,3532,75332,12602,241,1844,4965,733,-74,1092,5762,-5600,0,0,100423,19.71
6/15/22,10:00,3546,77029,12734,241,1850,1287,673,0,1930,5111,-4945,0,0,99452,20.85
6/15/22,11:00,3573,76904,12330,242,1855,37,595,0,2251,5027,-4878,0,0,97937,23.18
6/15/22,12:00,3592,75307,11318,241,1860,0,613,0,872,5316,-5204,0,0,93913,22.95
6/15/22,13:00,3598,72422,10585,241,1858,0,619,0,212,5326,-5258,0,0,89599,18.92
6/15/22,14:00,3595,70078,9766,241,1855,0,576,0,52,5286,-5233,0,0,86214,17.77
6/15/22,15:00,3597,66864,9618,242,1861,0,561,-117,14,5353,-5309,0,0,82683,16.45
6/15/22,16:00,3596,61892,9316,241,1851,0,572,-126,3,4844,-4794,0,0,77393,16.24
6/15/22,17:00,3597,59254,9270,240,1849,0,630,-25,3,4957,-4901,0,0,74875,15.4
6/15/22,18:00,3595,60302,9351,241,1852,0,620,-145,3,4172,-4125,0,0,75867,16.59
6/15/22,19:00,3598,62632,9700,240,1855,0,629,-47,194,4041,-4007,0,0,78831,17.31
6/15/22,20:00,3598,63648,9716,242,1858,106,771,-26,221,4249,-4206,0,0,80179,17.36
6/15/22,21:00,3596,62860,9274,241,1852,1502,831,-705,143,4789,-4736,0,0,79647,16.94
6/15/22,22:00,3597,60645,9206,240,1837,5567,861,-1172,147,5814,-5806,0,0,80927,15.82
6/15/22,23:00,3597,60336,9658,241,1847,10301,997,-1091,149,7158,-7147,0,0,86048,14.67
6/16/22,0:00,3601,63141,10080,240,1860,15867,1004,-228,507,7749,-7714,0,0,96104,15.15
6/16/22,1:00,3600,64326,10368,239,1879,21463,1013,-107,619,7797,-7731,0,0,103464,17.11
6/16/22,2:00,3596,60952,10677,240,1875,27740,997,-362,131,9008,-8911,0,0,105942,17.11
6/16/22,3:00,3598,60233,10805,240,1867,30865,1116,-766,107,8841,-8724,0,0,108179,17.13
6/16/22,4:00,3596,57516,9650,237,1876,31273,1076,-1679,113,8925,-8856,0,0,103726,15.25
6/16/22,5:00,3594,63040,10130,237,1834,30421,1059,-1256,118,8752,-8694,0,0,109232,17.21
6/16/22,6:00,3594,66433,10715,239,1853,26995,1050,-1307,242,8445,-8325,0,0,109931,18.67
6/16/22,7:00,3601,69403,11803,238,1857,20222,979,-595,430,7204,-7074,0,0,108063,18.72
6/16/22,8:00,3626,73822,12479,239,1881,12141,962,0,1632,6072,-5938,0,0,106915,24.02
6/16/22,9:00,3650,75702,12685,239,1843,6171,886,0,2668,5204,-5075,0,0,103970,25.53
6/16/22,10:00,3666,77461,12945,240,1868,1519,909,0,4184,5137,-5011,0,0,102914,25.82
6/16/22,11:00,3691,77516,12621,239,1862,43,973,0,3894,5233,-5116,0,0,100953,25.38
6/16/22,12:00,3715,75720,11280,239,1865,0,929,0,2703,5516,-5421,0,0,96545,25.06
6/16/22,13:00,3746,73334,10491,240,1860,0,827,0,1118,5380,-5319,0,0,91680,20.01
6/16/22,14:00,3770,70784,9862,241,1859,0,749,0,550,5250,-5196,0,0,87869,19.09
6/16/22,15:00,3792,67828,9386,241,1858,0,691,0,440,4993,-4943,0,0,84287,17.72
6/16/22,16:00,3810,63788,9080,240,1857,0,589,-636,54,5120,-5077,0,0,78821,16.4
6/16/22,17:00,3806,61664,9152,240,1857,0,516,-1513,148,4971,-4942,0,0,75900,15.4
6/16/22,18:00,3806,62632,9168,240,1855,0,461,-1765,164,4391,-4383,0,0,76568,16.5
6/16/22,19:00,3805,64596,9485,241,1853,0,412,-1682,420,4289,-4273,0,0,79148,17.3
6/16/22,20:00,3806,65482,9603,239,1853,108,408,-1590,703,4078,-4077,0,0,80617,17.36
6/16/22,21:00,3807,63609,9377,239,1863,1573,394,-1694,548,4828,-4830,0,0,79712,16.67
6/16/22,22:00,3808,60559,8934,240,1849,6090,334,-1054,169,5775,-5774,0,0,80932,15.27
6/16/22,23:00,3805,58919,9194,240,1856,12467,305,-571,137,7010,-7000,0,0,86361,13.17
6/17/22,0:00,3811,62514,9705,240,1869,19409,377,-487,150,7782,-7752,0,0,97615,13.86
6/17/22,1:00,3808,64856,9999,240,1861,25513,401,-883,669,7743,-7661,0,0,106551,16.44
6/17/22,2:00,3808,61491,10243,239,1854,32364,463,-1400,511,8220,-8089,0,0,109707,16.22
6/17/22,3:00,3811,60251,10264,239,1840,36546,546,-1408,23,8381,-8247,0,0,112247,16.92
6/17/22,4:00,3810,58943,9025,239,1877,36679,662,-2410,86,8141,-8074,0,0,108968,15.04
6/17/22,5:00,3810,62655,9437,239,1852,35657,709,-940,187,6975,-6908,0,0,113671,17.47
6/17/22,6:00,3828,65103,10449,238,1877,33034,606,-1042,563,6610,-6470,0,0,114790,16.96
6/17/22,7:00,3846,69145,11632,239,1866,26782,556,-54,791,6347,-6187,0,0,114960,18.39
6/17/22,8:00,3855,75266,12260,239,1827,17238,563,-23,2619,5330,-5177,0,0,113993,22.07
6/17/22,9:00,3852,77818,12474,239,1813,8168,542,0,3346,5077,-4924,0,0,108403,23.97
6/17/22,10:00,3843,78653,12624,239,1808,1785,527,0,5157,5360,-5218,0,0,104774,25.58
6/17/22,11:00,3845,78812,12269,240,1762,52,551,0,5414,5413,-5301,0,0,103056,25.87
6/17/22,12:00,3844,77217,10769,240,1752,0,529,0,3848,5694,-5629,0,0,98264,23.42
6/17/22,13:00,3859,75176,9732,240,1756,0,490,0,1938,5770,-5723,0,0,93236,18.9
6/17/22,14:00,3861,72969,9088,240,1744,0,457,0,1107,5819,-5769,0,0,89515,18.42
6/17/22,15:00,3861,69762,8757,237,1746,0,381,0,716,5249,-5200,0,0,85510,17.47
6/17/22,16:00,3857,64558,8442,239,1747,0,374,-15,403,5316,-5267,0,0,79655,17.92
6/17/22,17:00,3858,61196,8550,239,1750,0,362,-308,310,5348,-5293,0,0,76010,18.67
6/17/22,18:00,3859,61209,8677,239,1748,0,369,-358,390,4834,-4777,0,0,76189,19.24
6/17/22,19:00,3857,62366,8838,240,1751,0,325,0,765,4175,-4121,0,0,78198,20.01
6/17/22,20:00,3859,62282,8921,240,1749,165,299,0,1128,4059,-4020,0,0,78685,20.01
6/17/22,21:00,3858,59349,8469,238,1734,2036,252,-3,550,4870,-4839,0,0,76517,18.42
6/17/22,22:00,3862,54711,8211,238,1739,6523,235,-889,101,6558,-6556,0,0,74736,15.86
6/17/22,23:00,3862,51321,7923,239,1765,12464,243,-514,71,8421,-8422,0,0,77376,15.19
6/18/22,0:00,3859,51671,7895,238,1763,18094,247,-113,220,8691,-8690,0,0,83875,12.16
6/18/22,1:00,3860,52619,7950,239,1771,22751,265,-15,1032,9193,-9200,0,0,90461,15.89
6/18/22,2:00,3860,54082,7875,239,1789,24943,273,-519,916,9076,-9080,0,0,93452,15.17
6/18/22,3:00,3859,53998,7892,239,1781,26157,322,-622,1151,8811,-8811,0,0,94771,15.08
6/18/22,4:00,3859,54921,7960,241,1770,25799,358,-1877,737,8881,-8877,0,0,93771,14.88
6/18/22,5:00,3858,56599,8489,239,1776,24194,365,-1777,502,8764,-8715,0,0,94284,15.86
6/18/22,6:00,3856,58947,8934,239,1766,21965,307,-1662,194,8825,-8726,0,0,94639,14.43
6/18/22,7:00,3855,61553,9199,238,1755,17518,292,-882,104,8733,-8614,0,0,93743,13.82
6/18/22,8:00,3855,65047,10036,238,1728,12233,297,-80,655,7259,-7123,0,0,94141,17.67
6/18/22,9:00,3854,69308,10640,236,1728,6056,270,-138,1868,5794,-5656,0,0,93957,21.56
6/18/22,10:00,3852,71851,11024,239,1755,1641,257,0,3106,3999,-3869,0,0,93854,26
6/18/22,11:00,3850,71827,10880,240,1752,54,270,0,3949,4457,-4323,0,0,92955,26.13
6/18/22,12:00,3853,70275,10242,239,1752,0,291,0,2749,4659,-4548,0,0,89513,22.12
6/18/22,13:00,3859,68091,9537,240,1751,0,309,0,973,5452,-5366,0,0,84846,19.87
6/18/22,14:00,3865,65731,8891,240,1752,0,294,-66,217,5979,-5950,0,0,80955,18.5
6/18/22,15:00,3862,62703,8239,238,1753,0,313,-26,588,5462,-5452,0,0,77678,14.14
6/18/22,16:00,3866,57999,8342,239,1759,0,302,-252,325,4516,-4507,0,0,72589,15.32
6/18/22,17:00,3863,55808,8378,238,1757,0,288,-1133,318,4545,-4537,0,0,69524,15.14
6/18/22,18:00,3867,56357,8204,239,1759,0,303,-881,325,3565,-3558,0,0,70176,15.36
6/18/22,19:00,3863,57444,8707,239,1757,0,315,-43,267,3968,-3972,0,0,72544,16.55
6/18/22,20:00,3860,57399,9196,240,1758,165,336,-10,401,3912,-3917,0,0,73340,17.45
6/18/22,21:00,3864,54555,8791,239,1741,2720,307,-740,371,4556,-4563,0,0,71839,16.56
6/18/22,22:00,3860,50242,8013,240,1736,9186,287,-3307,102,5415,-5426,0,0,70347,13.61
6/18/22,23:00,3862,47879,7575,239,1756,18349,294,-6931,141,7002,-7009,0,0,73154,4.32
6/19/22,0:00,3860,46780,7381,240,1784,27376,354,-8869,23,7332,-7333,0,0,78933,0.02
6/19/22,1:00,3862,46160,7303,238,1769,35047,406,-9043,20,7824,-7814,0,0,85770,0.01
6/19/22,2:00,3864,45434,7451,239,1780,39606,429,-8825,0,9362,-9335,0,0,90013,0.01
6/19/22,3:00,3860,46566,7603,239,1771,41743,438,-9377,0,8659,-8625,0,0,92873,1.01
6/19/22,4:00,3810,47970,7463,238,1753,40764,478,-8485,34,8194,-8169,0,0,94042,3.83
6/19/22,5:00,3799,49524,7829,237,1715,36625,542,-6112,21,7696,-7655,0,0,94213,0.02
6/19/22,6:00,3811,51758,8334,237,1724,31462,569,-3840,236,7180,-7097,0,0,94367,2.83
6/19/22,7:00,3809,57088,8914,237,1709,22125,634,-1949,634,6197,-6123,0,0,93275,14.34
6/19/22,8:00,3816,63077,9739,239,1719,12721,645,-100,665,6620,-6511,0,0,92631,15.69
6/19/22,9:00,3814,68350,10610,237,1713,5508,715,0,2240,5475,-5342,0,0,93312,19.64
6/19/22,10:00,3805,70299,11240,239,1728,1157,689,0,4532,4358,-4223,0,0,93817,23.91
6/19/22,11:00,3809,71470,11135,238,1728,31,690,0,5073,4679,-4553,0,0,94299,24.92
6/19/22,12:00,3827,70851,10622,239,1717,0,692,0,3147,5303,-5177,0,0,91219,23.91
6/19/22,13:00,3831,69123,9677,238,1717,0,823,0,1240,5637,-5516,0,0,86768,20.01
6/19/22,14:00,3829,65800,9094,239,1730,0,931,0,286,6100,-6014,0,0,81996,16.51
6/19/22,15:00,3844,63210,8203,238,1733,0,951,-229,331,6183,-6150,0,0,78315,12.43
6/19/22,16:00,3842,58817,7764,238,1760,0,994,-499,329,5605,-5581,0,0,73268,15.62
6/19/22,17:00,3853,57073,7708,237,1767,0,1045,-1660,323,5206,-5188,0,0,70363,15.21
6/19/22,18:00,3853,58027,7890,238,1772,0,879,-1809,199,5375,-5353,0,0,71071,15
6/19/22,19:00,3853,60013,8109,239,1772,0,940,-1338,254,4998,-4984,0,0,73857,15.18
6/19/22,20:00,3860,60925,8691,238,1759,131,857,-1073,337,4745,-4727,0,0,75742,15.36
6/19/22,21:00,3859,60557,8832,238,1743,1888,652,-2097,345,5436,-5403,0,0,76056,15.26
6/19/22,22:00,3862,61210,8239,225,1738,6451,528,-3802,304,6589,-6559,0,0,78784,15.46
6/19/22,23:00,3863,62850,7908,196,1761,13572,638,-3943,75,7523,-7519,0,0,86929,15.36
6/20/22,0:00,3862,68243,8347,199,1760,21927,692,-3175,148,7659,-7626,0,0,102041,18.12
6/20/22,1:00,3832,71320,8673,198,1771,28741,702,-1461,224,7461,-7423,0,0,114038,19.38
6/20/22,2:00,3772,70723,8600,199,1801,33960,778,-932,15,7705,-7663,0,0,118955,18.01
6/20/22,3:00,3784,70465,8628,199,1797,36548,887,-354,14,7657,-7557,0,0,122060,17.99
6/20/22,4:00,3805,68500,8626,197,1798,36662,885,-1524,2,7516,-7401,0,0,119055,16.51
6/20/22,5:00,3828,75271,9008,199,1795,33686,809,-395,93,7284,-7174,0,0,124398,20.18
6/20/22,6:00,3853,79463,9530,198,1766,28306,831,-129,848,6971,-6845,0,0,124789,20.66
6/20/22,7:00,3858,82693,10467,197,1767,20847,893,-19,1988,6493,-6420,0,0,122761,23.6
6/20/22,8:00,3856,84741,11911,199,1752,12839,817,0,4740,4946,-4822,0,0,120976,26.09
6/20/22,9:00,3846,84784,12158,200,1762,5677,727,0,6104,4278,-4157,0,0,115372,27.07
6/20/22,10:00,3844,85001,11983,199,1787,1013,625,0,7548,4672,-4553,0,0,112117,27.86
6/20/22,11:00,3847,85203,11957,201,1786,17,595,0,5818,4865,-4793,0,0,109491,27.01
6/20/22,12:00,3859,83893,10412,202,1775,0,536,0,3513,4495,-4443,0,0,104238,25.36
6/20/22,13:00,3861,81266,9040,202,1774,0,548,0,1711,4784,-4744,0,0,98438,22.5
6/20/22,14:00,3859,78729,8512,199,1776,0,476,0,491,5612,-5582,0,0,94071,19.22
6/20/22,15:00,3865,75702,8189,201,1786,0,497,-939,50,5781,-5743,0,0,89390,15.77
6/20/22,16:00,3861,72087,7820,201,1778,0,455,-3228,130,5352,-5317,0,0,83137,15.83
6/20/22,17:00,3861,70624,7519,201,1786,0,394,-5117,52,5165,-5135,0,0,79349,15.52
6/20/22,18:00,3858,71279,7924,201,1792,0,350,-6067,35,4647,-4634,0,0,79387,15.32
6/20/22,19:00,3860,71899,8225,199,1781,0,341,-4928,187,4630,-4634,0,0,81559,15.46
6/20/22,20:00,3860,71652,8345,199,1782,158,354,-4088,193,4535,-4545,0,0,82444,15.96
6/20/22,21:00,3858,69619,8249,199,1768,1791,368,-3485,92,5000,-5009,0,0,82451,15.77
6/20/22,22:00,3858,69128,7830,199,1777,5217,394,-3401,158,5432,-5448,0,0,85144,15.47
6/20/22,23:00,3854,70942,7679,198,1793,9794,373,-1979,177,6150,-6160,0,0,92826,15.67
6/21/22,0:00,3856,76999,8480,200,1815,14406,393,-330,922,6959,-6956,0,0,106746,17.24
6/21/22,1:00,3857,81339,9330,198,1817,18817,371,-151,1438,6905,-6841,0,0,117087,22.45
6/21/22,2:00,3859,80140,10079,198,1817,22824,374,-237,1122,7315,-7210,0,0,120280,20.34
6/21/22,3:00,3861,80912,10033,196,1812,23899,372,-260,704,7663,-7536,0,0,121654,21.17
6/21/22,4:00,3862,77539,9202,197,1835,23328,402,-255,98,7721,-7660,0,0,116268,17.32
6/21/22,5:00,3861,82323,9976,197,1828,21772,425,-183,1156,7502,-7407,0,0,121444,24.05
6/21/22,6:00,3867,85354,10340,195,1839,16641,442,0,2665,7803,-7674,0,0,121468,26.94
6/21/22,7:00,3861,85401,11149,199,1819,11596,516,-5,3613,6712,-6581,0,0,118278,26.94
6/21/22,8:00,3852,85903,11499,201,1801,7222,490,0,5886,5061,-4931,0,0,116980,27.23
6/21/22,9:00,3853,86217,11591,202,1810,3373,489,0,5058,4480,-4363,0,0,112701,26.96
6/21/22,10:00,3851,86076,11771,203,1846,831,492,0,5251,4430,-4357,0,0,110388,26.94
6/21/22,11:00,3849,85871,11451,203,1834,34,468,0,3693,4522,-4472,0,0,107454,26.94
6/21/22,12:00,3850,83873,10191,204,1833,0,486,0,2002,4869,-4822,0,0,102487,25.45
6/21/22,13:00,3853,80210,9595,204,1835,0,521,-3,771,5341,-5297,0,0,97026,21.33
6/21/22,14:00,3861,77052,9260,204,1841,0,519,0,191,5825,-5777,0,0,92978,18.09
6/21/22,15:00,3860,73915,9100,204,1867,0,516,-777,141,5529,-5490,0,0,88865,15.77
6/21/22,16:00,3859,70227,8709,203,1869,0,563,-2634,158,5970,-5927,0,0,82994,16.67
6/21/22,17:00,3863,68709,8834,204,1874,0,556,-4548,58,5233,-5188,0,0,79594,16.67
6/21/22,18:00,3863,68921,8692,204,1872,0,584,-4515,84,4981,-4928,0,0,79759,15.97
6/21/22,19:00,3862,69908,8837,205,1885,0,624,-3510,215,5092,-5036,0,0,82082,17.64
6/21/22,20:00,3863,70360,8949,203,1884,131,659,-3510,698,4964,-4950,0,0,83251,18.78
6/21/22,21:00,3860,68970,8654,203,1870,1767,617,-3247,770,5456,-5460,0,0,83458,18.07
6/21/22,22:00,3861,68375,8381,204,1888,5395,568,-3373,116,6247,-6243,0,0,85422,17.22
6/21/22,23:00,3861,68299,8424,204,1921,10449,525,-1631,89,7554,-7557,0,0,92140,17.56
6/22/22,0:00,3857,73047,9230,203,1917,16410,469,-354,221,7922,-7885,0,0,105036,18.54
6/22/22,1:00,3861,75780,9975,198,1917,21607,515,-328,822,7812,-7699,0,0,114462,22.9
6/22/22,2:00,3862,75690,9534,198,1917,26411,575,-1115,317,7767,-7642,0,0,117517,22.9
6/22/22,3:00,3860,75816,9306,200,1934,30211,632,-1766,192,7863,-7755,0,0,120494,22.9
6/22/22,4:00,3864,73487,8822,199,1894,30635,662,-2430,24,8044,-7987,0,0,117201,19.25
6/22/22,5:00,3861,78781,9619,200,1896,28411,689,-1933,905,7251,-7139,0,0,122533,24.01
6/22/22,6:00,3858,81220,10316,199,1891,25063,699,-1860,1834,6797,-6687,0,0,123327,26.81
6/22/22,7:00,3859,82371,11282,199,1881,19899,694,-944,2558,5908,-5800,0,0,121896,27.09
6/22/22,8:00,3855,85498,11930,199,1866,13156,727,0,3597,5677,-5566,0,0,120931,29.1
6/22/22,9:00,3848,86712,12062,199,1854,6280,795,0,4003,5236,-5139,0,0,115842,30.19
6/22/22,10:00,3848,87223,11922,200,1875,1523,816,0,4912,4550,-4510,0,0,112357,33.6
