,,Chubu,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Chubu
4/12/22,12:00,0,11851,1315,0,135,0,13,0,266,969,0,0,0,14549,22.51
4/12/22,13:00,0,11727,1268,0,138,0,11,0,245,560,0,0,0,13949,22.51
4/12/22,14:00,0,11714,1213,0,137,0,8,0,114,307,0,0,0,13493,20.64
4/12/22,15:00,0,11923,1116,0,138,0,5,0,214,0,-310,0,0,13086,13.75
4/12/22,16:00,0,10835,1072,0,138,0,3,0,0,246,0,0,0,12294,11.59
4/12/22,17:00,0,10471,929,0,140,0,2,0,0,402,0,0,0,11944,13.57
4/12/22,18:00,0,10326,960,0,138,0,4,0,0,662,0,0,0,12090,15.89
4/12/22,19:00,0,10442,975,0,140,0,5,0,0,800,0,0,0,12362,17.3
4/12/22,20:00,0,10211,1028,0,138,0,5,0,0,1021,0,0,0,12403,17.11
4/12/22,21:00,0,9970,1103,0,138,7,4,0,0,1064,0,0,0,12286,17.38
4/12/22,22:00,0,9786,1112,1,138,544,5,0,0,917,0,0,0,12503,17.84
4/12/22,23:00,0,9360,1101,0,138,2033,5,0,0,785,0,0,0,13422,18.81
4/13/22,0:00,0,9245,958,0,136,4227,3,0,0,806,0,0,0,15375,18.93
4/13/22,1:00,0,9011,920,0,131,5943,2,0,36,545,0,0,0,16588,18.94
4/13/22,2:00,0,8393,928,0,130,6938,1,-118,0,594,0,0,0,16866,18.33
4/13/22,3:00,0,8460,934,0,129,7387,4,-212,0,191,0,0,0,16893,18.93
4/13/22,4:00,0,8532,931,0,127,7253,10,-533,0,0,-261,0,0,16059,12.29
4/13/22,5:00,0,9436,920,0,130,6614,15,-385,0,298,0,0,0,17028,19.65
4/13/22,6:00,0,10303,923,0,126,5578,26,-384,0,584,0,0,0,17156,20.29
4/13/22,7:00,0,10782,958,0,129,4238,36,-195,0,956,0,0,0,16904,20.41
4/13/22,8:00,0,11983,1036,0,129,2151,33,-69,0,1347,0,0,0,16610,22.86
4/13/22,9:00,0,12861,1232,0,131,376,29,0,279,962,0,0,0,15870,25.03
4/13/22,10:00,0,12731,1590,0,132,0,20,0,732,657,0,0,0,15862,29.2
4/13/22,11:00,0,12312,1589,1,132,0,17,0,563,566,0,0,0,15180,24.91
4/13/22,12:00,0,12507,1416,0,131,0,24,0,125,384,0,0,0,14587,23.27
4/13/22,13:00,0,12009,1310,0,133,0,13,0,23,443,0,0,0,13931,21.51
4/13/22,14:00,0,11774,1224,0,132,0,13,0,1,293,0,0,0,13437,20.18
4/13/22,15:00,0,12201,1098,0,133,0,17,0,89,0,-458,0,0,13080,14.51
4/13/22,16:00,0,11782,958,0,133,0,7,0,10,0,-647,0,0,12243,15.55
4/13/22,17:00,0,11646,901,0,133,0,3,0,0,0,-811,0,0,11872,13.72
4/13/22,18:00,0,11660,907,0,133,0,2,0,0,0,-701,0,0,12001,15.89
4/13/22,19:00,0,11834,915,0,133,0,6,0,152,0,-769,0,0,12271,16.91
4/13/22,20:00,0,11605,1062,0,134,0,5,0,5,0,-522,0,0,12289,16.98
4/13/22,21:00,0,11386,1129,0,132,3,2,0,0,0,-388,0,0,12264,17.3
4/13/22,22:00,0,11270,1114,1,134,245,6,0,0,0,-226,0,0,12544,17.45
4/13/22,23:00,0,11390,1198,0,133,847,13,-2,0,0,-162,0,0,13417,18.94
4/14/22,0:00,0,12282,1143,0,133,1640,31,-236,0,407,0,0,0,15400,28.49
4/14/22,1:00,0,12668,1161,0,129,2497,41,-60,0,248,0,0,0,16684,31.17
4/14/22,2:00,0,11627,1178,0,131,3179,72,0,0,630,0,0,0,16817,32.69
4/14/22,3:00,0,11327,1041,0,130,3462,80,-226,0,1047,0,0,0,16861,32.69
4/14/22,4:00,0,11771,1036,0,133,2912,106,-464,0,456,0,0,0,15950,29.16
4/14/22,5:00,0,12668,1112,0,130,1865,116,0,26,723,0,0,0,16640,31.38
4/14/22,6:00,0,13381,1123,0,131,1002,105,0,269,528,0,0,0,16539,27.99
4/14/22,7:00,0,13176,1172,0,131,539,122,0,59,1015,0,0,0,16214,28.72
4/14/22,8:00,0,13591,1315,0,132,270,128,0,53,760,0,0,0,16249,34.8
4/14/22,9:00,0,13542,1412,0,132,43,111,0,416,200,0,0,0,15856,32.94
4/14/22,10:00,0,12963,1668,0,132,0,106,0,260,613,0,0,0,15742,34.8
4/14/22,11:00,0,12813,1670,1,133,0,114,0,105,139,0,0,0,14975,32.69
4/14/22,12:00,0,12637,1550,0,135,0,97,0,103,0,-179,0,0,14343,27.45
4/14/22,13:00,0,12264,1528,0,133,0,89,0,34,0,-209,0,0,13839,24.39
4/14/22,14:00,0,12027,1402,0,134,0,42,0,54,0,-334,0,0,13325,18.4
4/14/22,15:00,0,11859,1230,0,134,0,34,0,138,0,-415,0,0,12980,14.44
4/14/22,16:00,0,10551,1117,0,134,0,42,0,0,350,0,0,0,12194,18.38
4/14/22,17:00,0,10192,1133,0,134,0,44,0,0,299,0,0,0,11802,18.38
4/14/22,18:00,0,10161,1177,0,134,0,22,0,0,444,0,0,0,11938,19.32
4/14/22,19:00,0,10657,1190,0,135,0,43,0,0,190,0,0,0,12215,23
4/14/22,20:00,0,10815,1327,0,134,0,36,0,0,0,-43,0,0,12269,21.63
4/14/22,21:00,0,10879,1476,0,135,1,8,0,0,0,-232,0,0,12267,21.2
4/14/22,22:00,0,10968,1488,1,134,113,6,0,40,0,-188,0,0,12562,21.25
4/14/22,23:00,0,10577,1483,0,137,780,4,0,2,446,0,0,0,13429,19.87
4/15/22,0:00,0,12292,1537,0,135,1424,4,0,0,0,-147,0,0,15245,31.57
4/15/22,1:00,0,13242,1483,0,136,1738,6,0,110,0,-404,0,0,16311,34.18
4/15/22,2:00,0,12331,1408,0,133,1931,6,0,208,270,0,0,0,16287,33.16
4/15/22,3:00,0,12045,1398,0,137,2213,6,0,130,352,0,0,0,16281,36.39
4/15/22,4:00,0,12239,1370,0,134,1807,8,0,74,0,-457,0,0,15175,16.14
4/15/22,5:00,0,12596,1383,0,134,2065,10,0,158,0,-274,0,0,16072,19.49
4/15/22,6:00,0,11903,1374,0,132,2233,18,0,0,453,0,0,0,16113,21.34
4/15/22,7:00,0,12270,1421,0,135,1482,36,0,52,288,0,0,0,15684,18.93
4/15/22,8:00,0,12909,1676,0,136,621,72,0,242,0,-35,0,0,15621,22.86
4/15/22,9:00,0,12917,1923,1,137,86,102,0,704,0,-666,0,0,15204,29.86
4/15/22,10:00,0,12721,1982,0,137,0,136,0,1031,0,-845,0,0,15162,34.85
4/15/22,11:00,0,12233,1926,0,135,0,138,0,723,0,-565,0,0,14590,37.35
4/15/22,12:00,0,11752,1831,0,137,0,154,0,447,0,-259,0,0,14062,37.89
4/15/22,13:00,0,11713,1624,0,135,0,151,0,347,0,-400,0,0,13570,36.09
4/15/22,14:00,0,11578,1507,0,136,0,161,0,192,0,-418,0,0,13156,31.86
4/15/22,15:00,0,11233,1381,0,135,0,168,0,164,0,-357,0,0,12724,21.24
4/15/22,16:00,0,10001,1229,0,136,0,169,0,144,245,0,0,0,11924,18.94
4/15/22,17:00,0,9202,1239,0,135,0,186,0,138,548,0,0,0,11448,16.34
4/15/22,18:00,0,9118,1238,1,136,0,191,0,142,717,0,0,0,11543,20.22
4/15/22,19:00,0,9322,1287,0,136,0,204,0,140,731,0,0,0,11820,20.67
4/15/22,20:00,0,9686,1362,0,134,0,199,0,144,287,0,0,0,11812,22.99
4/15/22,21:00,0,8839,1383,0,136,18,176,0,138,715,0,0,0,11405,22.81
4/15/22,22:00,0,7393,1400,0,135,1023,161,0,130,833,0,0,0,11075,15.52
4/15/22,23:00,0,6275,1369,0,133,3053,160,-286,0,592,0,0,0,11296,6.79
4/16/22,0:00,0,6161,1303,0,134,5023,154,-988,0,197,0,0,0,11984,1.01
4/16/22,1:00,0,5702,1275,0,133,6308,167,-1001,0,0,-212,0,0,12372,0.01
4/16/22,2:00,0,5111,1238,0,134,6987,187,-727,0,0,-382,0,0,12548,0.01
4/16/22,3:00,0,4879,1182,0,133,7464,196,-259,0,0,-1024,0,0,12571,0.01
4/16/22,4:00,0,4613,1107,0,135,7588,194,-746,0,0,-580,0,0,12311,0.01
4/16/22,5:00,0,4690,1103,0,133,6843,184,-479,0,0,-250,0,0,12224,0.01
4/16/22,6:00,0,5166,1094,0,135,5690,175,-621,0,359,0,0,0,11998,0.01
4/16/22,7:00,0,5786,1141,0,134,4314,163,-832,0,1104,0,0,0,11810,0.01
4/16/22,8:00,0,6586,1215,0,134,2684,150,-394,0,1367,0,0,0,11742,10.24
4/16/22,9:00,0,7857,1415,0,133,733,119,0,370,1211,0,0,0,11838,21.25
4/16/22,10:00,0,9302,1520,1,136,1,121,0,728,661,0,0,0,12470,25.42
4/16/22,11:00,0,9636,1529,0,134,0,110,0,997,128,0,0,0,12534,23.73
4/16/22,12:00,0,9573,1444,0,134,0,84,0,884,109,0,0,0,12228,23.01
4/16/22,13:00,0,9220,1379,0,135,0,60,0,373,541,0,0,0,11708,22.82
4/16/22,14:00,0,9046,1197,0,133,0,51,0,249,461,0,0,0,11137,22.62
4/16/22,15:00,0,9071,1150,0,134,0,51,0,173,309,0,0,0,10888,21.06
4/16/22,16:00,0,8537,1099,0,134,0,52,0,0,546,0,0,0,10368,17.75
4/16/22,17:00,0,8150,1094,0,135,0,41,0,0,727,0,0,0,10147,19.49
4/16/22,18:00,0,8243,1090,1,134,0,40,0,0,840,0,0,0,10348,20.27
4/16/22,19:00,0,8662,1126,0,135,0,26,0,90,719,0,0,0,10758,20.02
4/16/22,20:00,0,8571,1166,0,135,0,25,0,38,911,0,0,0,10846,22.61
4/16/22,21:00,0,8032,1134,0,131,14,26,0,0,1331,0,0,0,10668,20.12
4/16/22,22:00,0,7313,1114,0,133,480,22,0,0,1219,0,0,0,10281,4.73
4/16/22,23:00,0,6422,1122,0,133,1388,20,-242,0,1502,0,0,0,10345,0.01
4/17/22,0:00,0,5977,1141,0,131,2356,22,-922,0,2072,0,0,0,10777,0.01
4/17/22,1:00,0,6275,1148,0,133,3330,29,-1299,0,1546,0,0,0,11162,0.01
4/17/22,2:00,0,6798,1120,0,131,3235,29,-1371,0,1250,0,0,0,11192,0.01
4/17/22,3:00,0,6645,1079,0,132,3218,30,-1486,0,1645,0,0,0,11263,0.01
4/17/22,4:00,0,6574,1031,0,132,3178,22,-1740,0,2013,0,0,0,11210,0.01
4/17/22,5:00,0,6403,1030,0,132,2701,34,-1839,0,2698,0,0,0,11159,0.01
4/17/22,6:00,0,6834,1053,0,133,1930,36,-1872,0,2893,0,0,0,11007,3.53
4/17/22,7:00,0,7192,1092,1,132,1296,37,-968,0,2272,0,0,0,11054,16.67
4/17/22,8:00,0,8198,1127,0,130,709,40,-382,0,1596,0,0,0,11418,0.01
4/17/22,9:00,0,8994,1297,0,130,163,39,0,92,1249,0,0,0,11964,12.02
4/17/22,10:00,0,9406,1492,0,129,0,41,0,489,1104,0,0,0,12661,23.04
4/17/22,11:00,0,9872,1471,0,131,0,41,0,587,499,0,0,0,12601,23.03
4/17/22,12:00,0,9627,1393,0,129,0,37,0,438,634,0,0,0,12258,20.24
4/17/22,13:00,0,9655,1249,0,130,0,42,0,197,464,0,0,0,11737,16.95
4/17/22,14:00,0,8971,1127,0,130,0,38,0,22,815,0,0,0,11103,15.56
4/17/22,15:00,0,8625,1108,1,130,0,40,0,0,880,0,0,0,10784,16.52
4/17/22,16:00,0,7817,1069,0,130,0,43,-58,0,1213,0,0,0,10214,14.89
4/17/22,17:00,0,7729,1058,0,131,0,34,-352,0,1423,0,0,0,10023,14.81
4/17/22,18:00,0,7969,1049,1,129,0,32,-620,0,1845,0,0,0,10405,14.39
4/17/22,19:00,0,8206,1195,0,131,0,49,-74,0,1317,0,0,0,10824,19.49
4/17/22,20:00,0,8116,1262,0,130,0,51,0,0,1494,0,0,0,11053,19.9
4/17/22,21:00,0,8324,1138,0,131,5,50,-156,0,1901,0,0,0,11393,23
4/17/22,22:00,0,8969,1083,0,129,174,50,-102,0,1743,0,0,0,12046,21.25
4/17/22,23:00,0,8788,1112,0,130,641,57,-53,0,2657,0,0,0,13332,17.56
4/18/22,0:00,0,10251,1184,1,128,1133,60,-438,0,3096,0,0,0,15415,18.94
4/18/22,1:00,0,10921,1276,0,128,1559,57,0,32,2677,0,0,0,16650,20.54
4/18/22,2:00,0,11445,1235,0,127,1985,61,0,0,1922,0,0,0,16775,20.54
4/18/22,3:00,0,11692,1219,0,128,1914,39,0,0,1900,0,0,0,16892,19.19
4/18/22,4:00,0,11364,1069,0,127,1511,36,0,0,1748,0,0,0,15855,11.41
4/18/22,5:00,0,12320,1102,0,128,1290,35,0,82,1783,0,0,0,16740,20.02
4/18/22,6:00,0,12462,1124,1,127,1132,31,0,154,1749,0,0,0,16780,20.19
4/18/22,7:00,0,12497,1341,0,129,751,45,0,214,1599,0,0,0,16576,21.56
4/18/22,8:00,0,12550,1576,0,129,391,52,0,669,1266,0,0,0,16633,24.45
4/18/22,9:00,0,12386,1853,0,129,115,34,0,1015,652,0,0,0,16184,23.82
4/18/22,10:00,0,12505,1837,0,129,1,29,0,1566,64,0,0,0,16131,26.79
4/18/22,11:00,0,12804,1803,0,129,0,45,0,844,0,-64,0,0,15561,24.43
4/18/22,12:00,0,12530,1578,1,130,0,50,0,348,321,0,0,0,14958,22.01
4/18/22,13:00,0,11810,1424,0,130,0,101,0,210,814,0,0,0,14489,20.1
4/18/22,14:00,0,11730,1343,0,128,0,131,0,190,394,0,0,0,13916,21.47
4/18/22,15:00,0,11142,1226,0,129,0,142,0,0,896,0,0,0,13535,17.2
4/18/22,16:00,0,10089,1214,0,129,0,121,0,0,1148,0,0,0,12701,15.75
4/18/22,17:00,0,9409,1204,0,130,0,105,0,0,1444,0,0,0,12292,18.06
4/18/22,18:00,0,10006,1201,1,129,0,117,0,0,1036,0,0,0,12490,18.02
4/18/22,19:00,0,9860,1326,0,129,0,128,0,72,1386,0,0,0,12901,19.75
4/18/22,20:00,0,9801,1364,0,128,0,108,0,122,1509,0,0,0,13032,19.75
4/18/22,21:00,0,9776,1348,0,130,33,101,0,290,1439,0,0,0,13117,22.81
4/18/22,22:00,0,9090,1264,0,128,1101,80,-2,0,1736,0,0,0,13397,18.27
4/18/22,23:00,0,8121,1303,0,127,3172,74,0,64,1264,0,0,0,14125,15.26
4/19/22,0:00,0,8243,1259,1,126,4888,52,-183,0,1365,0,0,0,15751,21.06
4/19/22,1:00,0,7958,1223,0,122,6164,35,-314,0,1537,0,0,0,16725,17.39
4/19/22,2:00,0,7813,1149,0,125,6654,30,-619,0,1505,0,0,0,16657,1.51
4/19/22,3:00,0,7121,1139,0,124,7287,38,-825,0,1686,0,0,0,16570,0.04
4/19/22,4:00,0,6998,1145,0,126,7613,51,-1308,0,881,0,0,0,15506,0.01
4/19/22,5:00,0,7729,1145,0,124,7079,57,-980,0,1002,0,0,0,16156,7.12
4/19/22,6:00,0,7926,1166,1,124,5927,52,-456,0,1440,0,0,0,16180,14.58
4/19/22,7:00,0,8487,1204,0,127,4378,51,-621,0,2287,0,0,0,15913,20.63
4/19/22,8:00,0,9452,1398,0,129,2544,54,-354,0,2497,0,0,0,15720,23.4
4/19/22,9:00,0,10598,1683,0,129,701,52,0,259,1882,0,0,0,15304,23.82
4/19/22,10:00,0,11944,1875,0,130,1,51,0,1012,582,0,0,0,15595,23.98
4/19/22,11:00,0,12012,1831,0,128,0,47,0,1105,106,0,0,0,15229,21.69
4/19/22,12:00,0,11927,1653,0,129,0,42,0,694,252,0,0,0,14697,16.69
4/19/22,13:00,0,11900,1533,1,129,0,34,0,581,0,-65,0,0,14113,16.56
4/19/22,14:00,0,11396,1410,0,128,0,39,0,163,440,0,0,0,13576,21.47
4/19/22,15:00,0,10913,1241,0,128,0,26,0,70,743,0,0,0,13121,17.75
4/19/22,16:00,0,10396,1223,0,129,0,17,0,0,531,0,0,0,12296,14.76
4/19/22,17:00,0,9641,1215,0,129,0,13,0,0,1100,0,0,0,12098,17.24
4/19/22,18:00,0,9681,1240,1,129,0,6,0,0,1216,0,0,0,12273,17.24
4/19/22,19:00,0,9974,1279,0,128,0,6,0,26,1287,0,0,0,12700,20.76
4/19/22,20:00,0,9889,1306,0,128,0,9,0,48,1468,0,0,0,12848,22.99
4/19/22,21:00,0,9739,1320,0,127,66,10,0,48,1536,0,0,0,12846,23.9
4/19/22,22:00,0,9004,1313,0,128,1327,13,0,48,1355,0,0,0,13188,21.77
4/19/22,23:00,0,7892,1293,0,129,3462,10,0,46,1048,0,0,0,13880,21.89
4/20/22,0:00,0,7562,1185,1,128,5516,11,-369,0,1346,0,0,0,15380,12.35
4/20/22,1:00,0,7313,1101,0,126,6920,10,-556,0,1430,0,0,0,16344,1.01
4/20/22,2:00,0,6982,1051,0,126,8026,6,-937,0,1334,0,0,0,16588,0.01
4/20/22,3:00,0,6907,1047,0,127,8262,9,-1202,0,1353,0,0,0,16503,0.01
4/20/22,4:00,0,6555,1051,0,128,8148,18,-1581,0,1140,0,0,0,15459,0.01
4/20/22,5:00,0,7547,1054,0,128,7046,27,-1213,0,1520,0,0,0,16109,1.51
4/20/22,6:00,0,8104,1072,1,128,5969,34,-745,0,1691,0,0,0,16254,16.34
4/20/22,7:00,0,9063,1075,0,129,4507,28,-468,0,1671,0,0,0,16005,12.37
4/20/22,8:00,0,10394,1271,0,130,2320,32,0,36,1631,0,0,0,15814,21.18
4/20/22,9:00,0,11770,1636,0,133,572,20,0,444,759,0,0,0,15334,22.04
4/20/22,10:00,0,12118,1838,0,132,1,29,0,923,435,0,0,0,15476,26.63
4/20/22,11:00,0,11996,1808,0,130,0,23,0,666,478,0,0,0,15101,24.21
4/20/22,12:00,0,11732,1592,1,134,0,16,0,175,935,0,0,0,14585,24.34
4/20/22,13:00,0,11406,1496,0,133,0,19,0,25,907,0,0,0,13986,23.55
4/20/22,14:00,0,11195,1425,0,133,0,16,0,0,714,0,0,0,13483,23.7
4/20/22,15:00,0,11100,1311,0,133,0,18,0,0,550,0,0,0,13112,16.4
4/20/22,16:00,0,9915,1180,0,132,0,17,0,0,1039,0,0,0,12283,17.1
4/20/22,17:00,0,9520,1186,0,131,0,14,0,1,1099,0,0,0,11951,17.33
4/20/22,18:00,0,9526,1209,1,131,0,18,0,27,1277,0,0,0,12189,18.4
4/20/22,19:00,0,9722,1216,0,133,0,22,0,27,1430,0,0,0,12550,19.49
4/20/22,20:00,0,9613,1233,0,130,0,22,0,3,1603,0,0,0,12604,19.14
4/20/22,21:00,0,9577,1269,0,133,29,30,0,46,1476,0,0,0,12560,20.6
4/20/22,22:00,0,9660,1225,0,132,521,37,0,0,1194,0,0,0,12769,19.26
4/20/22,23:00,0,10034,1195,0,133,1474,38,0,0,761,0,0,0,13635,18.94
4/21/22,0:00,0,10465,1096,1,130,3004,52,0,0,664,0,0,0,15412,21.91
4/21/22,1:00,0,10915,1111,0,129,4029,51,0,0,293,0,0,0,16528,22.98
4/21/22,2:00,0,11783,1139,0,127,3322,66,0,144,0,-103,0,0,16478,23.85
4/21/22,3:00,0,11693,1115,0,128,2170,91,0,744,353,0,0,0,16294,24.06
4/21/22,4:00,0,11525,1065,0,130,1911,108,0,191,339,0,0,0,15269,21.27
4/21/22,5:00,0,12339,1148,0,128,1446,99,0,372,710,0,0,0,16242,23.36
4/21/22,6:00,0,12762,1182,0,123,768,93,0,756,688,0,0,0,16372,23.55
4/21/22,7:00,0,12855,1208,1,126,343,92,0,517,1065,0,0,0,16207,23
4/21/22,8:00,0,13136,1395,0,127,107,105,0,769,682,0,0,0,16321,27.88
4/21/22,9:00,0,13180,1725,0,129,9,82,0,703,310,0,0,0,16138,32.15
4/21/22,10:00,0,12526,1880,0,130,0,79,0,769,607,0,0,0,15991,32.46
4/21/22,11:00,0,11815,1871,0,130,0,122,0,591,792,0,0,0,15321,30
4/21/22,12:00,0,11201,1729,0,130,0,149,0,472,1062,0,0,0,14743,23.79
4/21/22,13:00,0,10917,1664,1,130,0,128,0,304,975,0,0,0,14119,22.8
4/21/22,14:00,0,10744,1612,0,129,0,70,0,127,987,0,0,0,13669,21.56
4/21/22,15:00,0,10539,1482,0,130,0,29,0,130,917,0,0,0,13227,16.34
4/21/22,16:00,0,9819,1466,0,131,0,14,0,98,840,0,0,0,12368,15.89
4/21/22,17:00,0,9007,1595,0,128,0,14,0,0,1301,0,0,0,12045,17.25
4/21/22,18:00,0,8996,1627,0,129,0,23,0,0,1435,0,0,0,12210,19.49
4/21/22,19:00,0,9052,1681,1,132,0,46,0,13,1545,0,0,0,12470,21.79
4/21/22,20:00,0,9078,1660,0,127,0,65,0,23,1533,0,0,0,12486,21.83
4/21/22,21:00,0,8734,1674,0,131,43,75,0,29,1694,0,0,0,12380,22.99
4/21/22,22:00,0,8447,1622,0,130,1125,74,0,162,1076,0,0,0,12636,21.43
4/21/22,23:00,0,8103,1544,0,129,3145,90,-30,0,540,0,0,0,13521,16.71
4/22/22,0:00,0,8257,1491,0,131,5225,98,-700,0,755,0,0,0,15257,15
4/22/22,1:00,0,7650,1482,1,127,6445,95,-682,0,1243,0,0,0,16361,11.04
4/22/22,2:00,0,6950,1437,0,129,7438,96,-773,0,1285,0,0,0,16562,10.87
4/22/22,3:00,0,6810,1405,0,128,7973,104,-804,0,1044,0,0,0,16660,2
4/22/22,4:00,0,6617,1419,0,130,7851,112,-1301,0,660,0,0,0,15488,0.01
4/22/22,5:00,0,7167,1437,0,127,7338,107,-1165,0,1142,0,0,0,16153,1.5
4/22/22,6:00,0,7508,1411,0,129,6400,96,-476,0,1041,0,0,0,16109,4.97
4/22/22,7:00,0,8358,1422,1,130,4743,83,-23,0,1123,0,0,0,15837,6.74
4/22/22,8:00,0,9631,1514,0,130,2668,85,0,273,1343,0,0,0,15644,20.7
4/22/22,9:00,0,10581,1874,0,131,722,89,0,274,1291,0,0,0,14962,24.12
4/22/22,10:00,0,11786,2078,0,132,2,106,0,691,173,0,0,0,14968,25.9
4/22/22,11:00,0,10759,2109,0,132,0,108,0,1216,256,0,0,0,14580,26.04
4/22/22,12:00,0,10415,2028,0,131,0,96,0,796,581,0,0,0,14047,25
4/22/22,13:00,0,10341,1809,1,132,0,89,0,242,852,0,0,0,13466,23.48
4/22/22,14:00,0,10432,1562,0,132,0,80,0,125,741,0,0,0,13072,23.21
4/22/22,15:00,0,10172,1481,0,131,0,78,0,12,850,0,0,0,12724,19.68
4/22/22,16:00,0,9230,1484,0,133,0,62,0,86,917,0,0,0,11912,19.81
4/22/22,17:00,0,8518,1477,0,130,0,66,0,0,1348,0,0,0,11539,19.81
4/22/22,18:00,0,8394,1505,0,129,0,72,0,0,1400,0,0,0,11500,18.91
4/22/22,19:00,0,8691,1507,1,133,0,75,0,0,1418,0,0,0,11825,19.1
4/22/22,20:00,0,8456,1477,0,132,0,105,0,0,1578,0,0,0,11748,20.37
4/22/22,21:00,0,7768,1497,0,131,117,132,0,0,1581,0,0,0,11226,18.91
4/22/22,22:00,0,7081,1432,0,133,1338,133,-105,0,840,0,0,0,10852,21.84
4/22/22,23:00,0,6697,1430,0,132,3250,120,-414,0,24,0,0,0,11239,18.44
4/23/22,0:00,0,6488,1447,0,132,4888,137,-747,0,0,-368,0,0,11977,16.01
4/23/22,1:00,0,6518,1449,0,131,5767,137,-745,0,0,-714,0,0,12543,16.32
4/23/22,2:00,0,6147,1413,0,132,7133,146,-834,0,0,-1437,0,0,12700,13.11
4/23/22,3:00,0,6193,1405,0,132,7478,147,-1181,0,0,-1290,0,0,12884,11.22
4/23/22,4:00,0,6399,1380,0,132,7033,119,-1166,0,0,-1451,0,0,12446,10.07
4/23/22,5:00,0,6836,1407,0,132,5863,105,-655,0,0,-1252,0,0,12436,10.6
4/23/22,6:00,0,6916,1390,0,131,4031,112,-12,0,0,-440,0,0,12128,14.23
4/23/22,7:00,0,7300,1436,0,132,2555,103,0,369,136,0,0,0,12031,14.55
4/23/22,8:00,0,7193,1456,0,132,1062,101,0,494,1604,0,0,0,12042,17.7
4/23/22,9:00,0,7923,1528,0,132,181,75,0,444,1821,0,0,0,12104,22.12
4/23/22,10:00,0,8570,1737,0,132,0,83,0,388,1688,0,0,0,12598,24.01
4/23/22,11:00,0,8645,1759,1,131,0,76,0,314,1510,0,0,0,12436,23.88
4/23/22,12:00,0,8462,1655,0,134,0,47,0,189,1589,0,0,0,12076,21.72
4/23/22,13:00,0,7968,1620,0,132,0,18,0,65,1648,0,0,0,11451,19.17
4/23/22,14:00,0,7964,1491,0,131,0,7,0,155,1095,0,0,0,10843,19.81
4/23/22,15:00,0,7899,1438,0,133,0,9,0,37,1123,0,0,0,10639,17.92
4/23/22,16:00,0,7253,1394,0,132,0,9,0,0,1207,0,0,0,9995,20.04
4/23/22,17:00,0,7148,1328,0,132,0,17,0,0,1078,0,0,0,9703,18.06
4/23/22,18:00,0,7055,1384,0,132,0,9,0,0,1408,0,0,0,9988,19.1
4/23/22,19:00,0,7298,1404,1,132,0,13,0,0,1522,0,0,0,10370,20.93
4/23/22,20:00,0,7222,1435,0,133,0,13,0,0,1570,0,0,0,10373,20.93
4/23/22,21:00,0,6806,1448,0,131,13,10,0,0,1601,0,0,0,10009,20.19
4/23/22,22:00,0,6879,1432,0,132,190,9,0,0,961,0,0,0,9603,17.7
4/23/22,23:00,0,6975,1407,0,133,490,2,0,0,836,0,0,0,9843,12.92
4/24/22,0:00,0,7005,1456,0,132,860,0,0,0,834,0,0,0,10287,9.02
4/24/22,1:00,0,7498,1460,0,130,1058,9,0,108,587,0,0,0,10850,15.48
4/24/22,2:00,0,7840,1451,0,132,1401,28,0,358,0,-124,0,0,11086,10.26
4/24/22,3:00,0,7163,1416,0,132,1699,30,0,0,663,0,0,0,11103,11.29
4/24/22,4:00,0,6684,1423,0,132,1347,30,0,0,1540,0,0,0,11156,17.91
4/24/22,5:00,0,6899,1454,0,133,792,41,0,0,1799,0,0,0,11118,22.86
4/24/22,6:00,0,7033,1376,0,134,664,84,0,0,1765,0,0,0,11056,20.95
4/24/22,7:00,0,7598,1359,0,132,629,82,0,0,1207,0,0,0,11007,18.17
4/24/22,8:00,0,7402,1394,0,133,272,67,0,0,1947,0,0,0,11215,23.16
4/24/22,9:00,0,8052,1540,0,132,39,64,0,19,1784,0,0,0,11630,25.26
4/24/22,10:00,0,8793,1641,0,132,0,52,0,286,1315,0,0,0,12219,24.5
4/24/22,11:00,0,8736,1695,1,134,0,30,0,266,1160,0,0,0,12022,22.33
4/24/22,12:00,0,8337,1641,0,133,0,16,0,83,1497,0,0,0,11707,23.69
4/24/22,13:00,0,7922,1605,0,132,0,9,0,93,1493,0,0,0,11254,20.55
4/24/22,14:00,0,7786,1499,0,132,0,5,0,76,1148,0,0,0,10646,19.1
4/24/22,15:00,0,7787,1447,0,131,0,8,0,0,1063,0,0,0,10436,17.4
4/24/22,16:00,0,6665,1401,0,131,0,9,-192,0,1822,0,0,0,9836,20.08
4/24/22,17:00,0,6873,1423,0,130,0,11,-280,0,1526,0,0,0,9683,17.24
4/24/22,18:00,0,6804,1485,0,132,0,8,-97,0,1717,0,0,0,10049,18.78
4/24/22,19:00,0,7009,1488,1,133,0,6,0,26,1814,0,0,0,10477,21.19
4/24/22,20:00,0,6960,1571,0,131,0,7,0,21,2019,0,0,0,10709,21.61
4/24/22,21:00,0,6926,1606,0,132,64,7,0,20,2082,0,0,0,10837,22.14
4/24/22,22:00,0,6817,1584,0,132,1168,5,0,20,1639,0,0,0,11365,20.15
4/24/22,23:00,0,6671,1536,0,130,3130,8,0,148,1044,0,0,0,12667,11.53
