,,Hokuriku,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Hokuriku
8/30/22,15:00,0,3005,920,0,86,0,31,0,0,0,-1064,0,0,2978,15.76
8/30/22,16:00,0,2935,930,0,87,0,41,0,0,0,-1198,0,0,2795,19.99
8/30/22,17:00,0,2838,926,0,87,0,39,0,0,0,-1141,0,0,2749,19
8/30/22,18:00,0,2808,974,0,86,0,38,0,0,0,-1095,0,0,2810,19.26
8/30/22,19:00,0,2873,992,0,86,0,30,0,0,0,-1049,0,0,2931,19.81
8/30/22,20:00,0,2950,968,0,87,1,22,0,0,0,-1078,0,0,2949,20.16
8/30/22,21:00,0,2917,994,0,86,8,20,0,0,0,-1141,0,0,2884,20.16
8/30/22,22:00,0,2880,963,0,86,84,17,0,0,0,-1150,0,0,2880,20.14
8/30/22,23:00,0,2883,951,0,87,277,17,0,0,0,-1101,0,0,3113,20.08
8/31/22,0:00,0,2981,937,0,84,512,18,0,0,0,-833,0,0,3699,21.75
8/31/22,1:00,0,3135,969,0,85,701,21,0,0,0,-760,0,0,4152,28.72
8/31/22,2:00,0,3347,992,0,84,777,37,0,0,0,-803,0,0,4434,31.5
8/31/22,3:00,0,3570,1032,0,85,822,47,0,0,0,-931,0,0,4624,34.27
8/31/22,4:00,0,3504,985,0,84,731,71,0,0,0,-839,0,0,4536,26.06
8/31/22,5:00,0,3659,915,0,85,714,82,0,0,0,-747,0,0,4707,38.32
8/31/22,6:00,0,3731,983,0,83,544,76,0,3,0,-681,0,0,4738,38.32
8/31/22,7:00,0,3762,918,0,84,381,62,0,98,0,-653,0,0,4651,40.99
8/31/22,8:00,0,3830,1047,0,85,176,41,0,98,0,-722,0,0,4554,52.16
8/31/22,9:00,0,3576,1242,0,84,37,40,0,97,0,-831,0,0,4245,49.65
8/31/22,10:00,0,3463,1221,0,85,1,66,0,0,0,-746,0,0,4091,47.51
8/31/22,11:00,0,3382,1107,0,85,1,35,0,0,0,-769,0,0,3839,45.57
8/31/22,12:00,0,3279,1057,0,86,0,27,0,0,0,-843,0,0,3606,46.27
8/31/22,13:00,0,3218,1199,0,86,0,24,0,0,0,-1061,0,0,3465,31.43
8/31/22,14:00,0,3108,998,0,86,0,19,0,0,0,-937,0,0,3274,22.7
8/31/22,15:00,0,2976,1006,0,86,0,10,0,0,0,-972,0,0,3105,20.24
8/31/22,16:00,0,2953,803,0,86,0,7,0,0,0,-940,0,0,2909,21.84
8/31/22,17:00,0,2971,865,0,86,0,10,0,0,0,-1111,0,0,2822,20.16
8/31/22,18:00,0,3054,851,0,86,0,13,0,0,0,-1101,0,0,2904,20.51
8/31/22,19:00,0,3074,778,0,87,0,6,0,0,0,-941,0,0,3004,20.49
8/31/22,20:00,0,3068,763,0,86,1,3,0,0,0,-910,0,0,3011,20.69
8/31/22,21:00,0,3038,794,0,86,3,1,0,0,0,-949,0,0,2974,21.28
8/31/22,22:00,0,3078,930,0,84,24,0,0,0,0,-1084,0,0,3031,21.37
8/31/22,23:00,0,3129,934,0,85,38,0,0,0,0,-908,0,0,3278,20.69
9/1/22,0:00,0,3244,1190,0,83,37,0,0,0,0,-851,0,0,3702,25.26
9/1/22,1:00,0,3364,1287,0,83,63,0,0,0,0,-816,0,0,3980,36.33
9/1/22,2:00,0,3395,1167,0,84,110,1,0,0,0,-728,0,0,4029,37.74
9/1/22,3:00,0,3376,1117,0,84,195,4,0,0,0,-739,0,0,4036,38.55
9/1/22,4:00,0,3380,1082,0,84,204,5,0,0,0,-886,0,0,3868,26.3
9/1/22,5:00,0,3383,1166,0,84,163,7,0,0,0,-790,0,0,4013,38.55
9/1/22,6:00,0,3426,1215,0,84,108,6,0,0,0,-805,0,0,4034,38.55
9/1/22,7:00,0,3408,1319,0,85,71,5,0,54,0,-987,0,0,3954,39.03
9/1/22,8:00,0,3395,1385,0,84,50,10,0,98,0,-1123,0,0,3899,38.55
9/1/22,9:00,0,3417,1394,0,85,20,18,0,97,0,-1321,0,0,3711,36.11
9/1/22,10:00,0,3449,1289,0,86,1,20,0,0,0,-1253,0,0,3592,34.99
9/1/22,11:00,0,3429,1219,0,86,1,20,0,0,0,-1340,0,0,3414,26.08
9/1/22,12:00,0,3335,1055,0,86,0,21,0,0,0,-1227,0,0,3270,22.87
9/1/22,13:00,0,3177,1079,0,85,0,18,0,0,0,-1220,0,0,3139,23.43
9/1/22,14:00,0,3152,1095,0,86,0,12,0,0,0,-1302,0,0,3043,21.65
9/1/22,15:00,0,3122,1086,0,86,0,15,0,0,0,-1357,0,0,2952,20.01
9/1/22,16:00,0,3098,940,0,87,0,17,0,0,0,-1362,0,0,2780,20.16
9/1/22,17:00,0,3041,921,0,86,0,29,0,0,0,-1344,0,0,2733,19.99
9/1/22,18:00,0,3066,917,0,86,0,38,0,0,0,-1292,0,0,2815,20.32
9/1/22,19:00,0,3020,983,0,86,0,36,0,0,0,-1189,0,0,2936,20.47
9/1/22,20:00,0,2980,931,0,87,1,35,0,0,0,-1106,0,0,2928,20.48
9/1/22,21:00,0,2946,968,0,86,4,45,0,0,0,-1153,0,0,2896,20.51
9/1/22,22:00,0,2856,1012,0,86,51,40,0,0,0,-1157,0,0,2888,20.65
9/1/22,23:00,0,2835,1088,0,85,132,43,0,0,0,-1081,0,0,3102,20.32
9/2/22,0:00,0,2960,1076,0,85,190,46,0,0,0,-837,0,0,3520,22.58
9/2/22,1:00,0,2925,1064,0,85,239,53,0,0,0,-527,0,0,3839,23.85
9/2/22,2:00,0,2838,1087,0,85,340,40,0,0,0,-467,0,0,3922,23.73
9/2/22,3:00,0,2839,1133,0,85,440,38,0,0,0,-612,0,0,3922,23.47
9/2/22,4:00,0,2774,1100,0,86,563,53,0,0,0,-836,0,0,3738,20.14
9/2/22,5:00,0,2979,1130,0,84,527,49,0,0,0,-857,0,0,3912,24.02
9/2/22,6:00,0,3146,1163,0,83,393,43,0,0,0,-894,0,0,3933,31.58
9/2/22,7:00,0,2996,1413,0,86,299,47,0,5,0,-1068,0,0,3777,32.62
9/2/22,8:00,0,3166,1504,0,85,199,42,0,99,0,-1347,0,0,3747,38.55
9/2/22,9:00,0,3176,1510,0,84,68,37,0,99,0,-1435,0,0,3538,38.55
9/2/22,10:00,0,3178,1337,0,84,3,26,0,99,0,-1277,0,0,3451,38.55
9/2/22,11:00,0,3182,1358,0,85,1,20,0,1,0,-1352,0,0,3294,32.59
9/2/22,12:00,0,3188,1153,0,85,0,27,0,0,0,-1296,0,0,3156,23.36
9/2/22,13:00,0,3117,1044,0,85,0,29,0,0,0,-1213,0,0,3061,23.65
9/2/22,14:00,0,3100,985,0,85,0,27,0,0,0,-1261,0,0,2937,22.38
9/2/22,15:00,0,3002,961,0,85,0,21,0,0,0,-1216,0,0,2853,20.21
9/2/22,16:00,0,2817,1042,0,84,0,20,0,0,0,-1279,0,0,2684,27.47
9/2/22,17:00,0,2753,1075,0,84,0,17,0,0,0,-1278,0,0,2651,22.52
9/2/22,18:00,0,2804,1027,0,84,0,19,0,0,0,-1233,0,0,2700,20.81
9/2/22,19:00,0,2816,1041,0,85,0,16,0,0,0,-1168,0,0,2789,20.62
9/2/22,20:00,0,2773,1046,0,84,0,15,0,0,0,-1101,0,0,2817,23.35
9/2/22,21:00,0,2635,1004,0,85,4,18,0,0,0,-1010,0,0,2736,22.09
9/2/22,22:00,0,2799,910,0,84,55,19,0,0,0,-1262,0,0,2605,20.01
9/2/22,23:00,0,2755,913,0,84,159,14,0,0,0,-1260,0,0,2665,21.52
9/3/22,0:00,0,2371,927,0,83,336,18,0,0,0,-850,0,0,2885,17.91
9/3/22,1:00,0,2268,917,0,83,534,14,0,0,0,-660,0,0,3155,16.52
9/3/22,2:00,0,2478,977,0,82,583,16,-121,0,0,-698,0,0,3317,17.5
9/3/22,3:00,0,2612,1026,0,82,498,18,-120,0,0,-752,0,0,3364,18.5
9/3/22,4:00,0,2622,1054,0,83,300,16,0,0,0,-767,0,0,3308,19.94
9/3/22,5:00,0,2753,887,0,82,167,13,0,0,0,-648,0,0,3253,20.5
9/3/22,6:00,0,2605,887,0,82,118,11,0,0,0,-543,0,0,3160,23.47
9/3/22,7:00,0,2871,947,0,83,91,7,0,0,0,-927,0,0,3071,26
9/3/22,8:00,0,2861,1016,0,83,63,6,0,3,0,-1017,0,0,3015,34.22
9/3/22,9:00,0,2852,1226,0,82,15,7,0,100,0,-1311,0,0,2970,37.33
9/3/22,10:00,0,2850,1316,0,81,1,9,0,99,0,-1374,0,0,2982,39.73
9/3/22,11:00,0,2788,1274,0,82,1,9,0,99,0,-1357,0,0,2896,38.86
9/3/22,12:00,0,2749,1231,0,82,0,8,0,99,0,-1386,0,0,2783,34.76
9/3/22,13:00,0,2733,1048,0,82,0,10,0,70,0,-1285,0,0,2658,34.22
9/3/22,14:00,0,2841,1017,0,82,0,16,0,0,0,-1374,0,0,2581,28.93
9/3/22,15:00,0,2775,997,0,83,0,12,0,0,0,-1374,0,0,2493,19.42
9/3/22,16:00,0,2658,981,0,83,0,3,0,0,0,-1350,0,0,2374,20.5
9/3/22,17:00,0,2543,909,0,83,0,2,0,0,0,-1218,0,0,2319,17.31
9/3/22,18:00,0,2528,907,0,83,0,2,0,0,0,-1098,0,0,2422,16.99
9/3/22,19:00,0,2466,923,0,83,0,1,0,0,0,-944,0,0,2530,19
9/3/22,20:00,0,2263,945,0,84,1,3,0,0,0,-737,0,0,2558,19.5
9/3/22,21:00,0,1955,937,0,83,8,9,0,0,0,-495,0,0,2496,19.5
9/3/22,22:00,0,1803,903,0,84,103,10,0,0,0,-537,0,0,2366,17.18
9/3/22,23:00,0,1617,923,0,83,345,6,0,0,0,-550,0,0,2424,17.87
9/4/22,0:00,0,1488,924,0,83,588,4,0,0,0,-462,0,0,2624,15.23
9/4/22,1:00,0,1558,872,0,81,796,1,0,0,0,-439,0,0,2869,12.55
9/4/22,2:00,0,1738,878,0,81,941,1,0,0,0,-579,0,0,3060,16.3
9/4/22,3:00,0,1901,869,0,77,983,2,0,0,0,-613,0,0,3218,16.87
9/4/22,4:00,0,1990,880,0,77,944,1,0,0,0,-626,0,0,3266,20
9/4/22,5:00,0,2178,844,0,76,886,1,0,0,0,-718,0,0,3267,20.01
9/4/22,6:00,0,2252,862,0,77,748,3,0,0,0,-713,0,0,3230,22.5
9/4/22,7:00,0,2634,889,0,77,452,3,0,0,0,-790,0,0,3265,26
9/4/22,8:00,0,2836,1015,0,78,320,4,0,0,0,-1055,0,0,3197,31.96
9/4/22,9:00,0,2918,1278,0,78,103,6,0,0,0,-1124,0,0,3258,36.96
9/4/22,10:00,0,2960,1396,0,78,3,11,0,0,0,-1191,0,0,3257,39.64
9/4/22,11:00,0,2957,1333,0,78,1,17,0,0,0,-1222,0,0,3162,37.39
9/4/22,12:00,0,2955,1290,0,78,0,30,0,4,0,-1335,0,0,3022,33.98
9/4/22,13:00,0,2959,1036,0,78,0,41,0,99,0,-1341,0,0,2872,29.23
9/4/22,14:00,0,2952,934,0,78,0,37,0,99,0,-1366,0,0,2734,23.39
9/4/22,15:00,0,2831,909,0,78,0,28,0,1,0,-1218,0,0,2629,18.75
9/4/22,16:00,0,2873,885,0,78,0,26,0,0,0,-1375,0,0,2486,19.08
9/4/22,17:00,0,2843,848,0,78,0,10,0,0,0,-1357,0,0,2422,17.54
9/4/22,18:00,0,2912,832,0,78,0,4,0,0,0,-1300,0,0,2525,17.88
9/4/22,19:00,0,2990,873,0,78,0,6,0,0,0,-1301,0,0,2646,18.83
9/4/22,20:00,0,2952,875,0,78,0,5,0,0,0,-1248,0,0,2663,18.98
9/4/22,21:00,0,3038,877,0,78,10,13,0,0,0,-1342,0,0,2673,19.99
9/4/22,22:00,0,2954,856,0,78,129,19,0,0,0,-1292,0,0,2744,18.95
9/4/22,23:00,0,3026,904,0,78,326,11,0,0,0,-1278,0,0,3066,17.31
9/5/22,0:00,0,3044,1001,0,77,566,11,0,0,0,-952,0,0,3747,17.61
9/5/22,1:00,0,3174,1008,0,77,765,18,0,0,0,-821,0,0,4221,32.72
9/5/22,2:00,0,3253,972,0,76,919,17,0,3,0,-776,0,0,4465,31.09
9/5/22,3:00,0,3320,955,0,76,989,19,0,95,0,-844,0,0,4611,34.47
9/5/22,4:00,0,3314,910,0,76,986,16,0,0,0,-795,0,0,4507,28.71
9/5/22,5:00,0,3471,918,0,76,909,14,0,0,0,-701,0,0,4687,40.11
9/5/22,6:00,0,3551,944,0,78,756,11,0,26,0,-672,0,0,4693,45.01
9/5/22,7:00,0,3458,1062,0,76,573,13,0,99,0,-655,0,0,4625,55.41
9/5/22,8:00,0,3510,1122,0,76,283,11,0,99,0,-549,0,0,4552,65.95
9/5/22,9:00,0,3578,1004,0,78,67,18,0,99,0,-607,0,0,4238,65.81
9/5/22,10:00,0,3392,1175,0,77,2,27,0,31,0,-642,0,0,4062,52.26
9/5/22,11:00,0,3321,1268,0,77,1,29,0,0,0,-866,0,0,3829,40.19
9/5/22,12:00,0,3250,1166,0,78,0,41,0,0,0,-935,0,0,3601,39.69
9/5/22,13:00,0,3237,1165,0,78,0,43,0,0,0,-1073,0,0,3450,35.21
9/5/22,14:00,0,3167,1079,0,78,0,30,0,0,0,-1063,0,0,3290,29.97
9/5/22,15:00,0,2956,938,0,78,0,23,0,0,0,-871,0,0,3124,21.51
9/5/22,16:00,0,2952,910,0,78,0,24,0,0,0,-1059,0,0,2905,23.5
9/5/22,17:00,0,2960,837,0,79,0,36,0,0,0,-1095,0,0,2816,23
9/5/22,18:00,0,2969,868,0,78,0,46,0,0,0,-1067,0,0,2895,22.63
9/5/22,19:00,0,2961,858,0,79,0,64,0,0,0,-987,0,0,2975,23.97
9/5/22,20:00,0,2991,863,0,79,1,71,0,0,0,-1000,0,0,3004,23.97
9/5/22,21:00,0,2975,882,0,78,12,66,0,0,0,-1012,0,0,3001,24
9/5/22,22:00,0,2925,887,0,77,129,65,0,0,0,-1005,0,0,3079,22.16
9/5/22,23:00,0,2982,902,0,78,354,54,0,0,0,-968,0,0,3401,21.61
9/6/22,0:00,0,2949,1029,0,77,632,57,0,0,0,-702,0,0,4041,23.51
9/6/22,1:00,0,3230,1030,0,77,819,63,0,0,0,-702,0,0,4518,36.69
9/6/22,2:00,0,3327,1002,0,76,948,80,0,0,0,-713,0,0,4720,36.51
9/6/22,3:00,0,3405,1003,0,76,987,76,0,0,0,-668,0,0,4879,38.51
9/6/22,4:00,0,3525,1023,0,76,766,81,0,0,0,-710,0,0,4760,37.33
9/6/22,5:00,0,3676,1037,0,76,714,83,0,1,0,-772,0,0,4814,47.5
9/6/22,6:00,0,3598,1185,0,77,673,75,0,99,0,-801,0,0,4906,52.63
9/6/22,7:00,0,3831,1260,0,76,372,89,0,99,0,-921,0,0,4806,62.53
9/6/22,8:00,0,3860,1316,0,76,135,94,0,99,0,-932,0,0,4647,71.33
9/6/22,9:00,0,3533,1231,0,78,13,109,0,99,0,-916,0,0,4146,58.5
9/6/22,10:00,0,3334,1211,0,78,1,86,0,99,0,-924,0,0,3885,50.66
9/6/22,11:00,0,3284,1017,0,78,1,60,0,7,0,-837,0,0,3610,47.51
9/6/22,12:00,0,3249,1097,0,78,0,33,0,0,0,-1050,0,0,3407,40.01
9/6/22,13:00,0,3050,1091,0,78,0,20,0,0,0,-970,0,0,3268,36.96
9/6/22,14:00,0,2978,991,0,80,0,20,0,0,0,-967,0,0,3102,33.68
9/6/22,15:00,0,2873,795,0,79,0,10,0,0,0,-766,0,0,2990,22.72
9/6/22,16:00,0,2967,777,0,78,0,2,0,0,0,-1041,0,0,2783,23.5
9/6/22,17:00,0,2785,726,0,78,0,0,0,0,0,-865,0,0,2724,19.34
9/6/22,18:00,0,2996,730,0,79,0,0,0,0,0,-1013,0,0,2793,18.44
9/6/22,19:00,0,2889,759,0,78,0,1,0,0,0,-872,0,0,2855,20.01
9/6/22,20:00,0,2868,807,0,79,1,4,0,0,0,-860,0,0,2898,20.01
9/6/22,21:00,0,2953,812,0,78,4,3,0,0,0,-944,0,0,2906,21.01
9/6/22,22:00,0,2955,761,0,78,49,2,0,0,0,-952,0,0,2892,19.49
9/6/22,23:00,0,2918,785,0,78,149,0,0,0,0,-880,0,0,3050,21.83
9/7/22,0:00,0,3190,884,0,78,275,0,0,0,0,-953,0,0,3473,28.69
9/7/22,1:00,0,3266,856,0,78,396,0,0,0,0,-799,0,0,3797,39.32
9/7/22,2:00,0,3085,801,0,77,555,3,0,0,0,-581,0,0,3939,36.01
9/7/22,3:00,0,3009,892,0,77,531,3,0,0,0,-556,0,0,3956,35.02
9/7/22,4:00,0,2967,888,0,77,433,6,0,0,0,-600,0,0,3771,26.96
9/7/22,5:00,0,3361,929,0,78,359,9,0,0,0,-816,0,0,3919,30.44
9/7/22,6:00,0,3361,944,0,77,225,11,0,0,0,-671,0,0,3948,39.69
9/7/22,7:00,0,3314,1095,0,77,141,14,0,0,0,-757,0,0,3885,39.93
9/7/22,8:00,0,3313,1308,0,78,75,18,0,51,0,-1013,0,0,3830,40.62
9/7/22,9:00,0,3263,1326,0,78,25,14,0,99,0,-1191,0,0,3613,42.68
9/7/22,10:00,0,3322,1336,0,78,1,12,0,99,0,-1316,0,0,3532,40.69
9/7/22,11:00,0,3210,1136,0,78,1,21,0,99,0,-1179,0,0,3366,39.01
9/7/22,12:00,0,3085,1108,0,78,0,18,0,99,0,-1178,0,0,3211,37.37
9/7/22,13:00,0,2935,1006,0,79,0,26,0,4,0,-935,0,0,3116,32.51
9/7/22,14:00,0,2889,850,0,78,0,31,0,0,0,-843,0,0,3005,30.84
9/7/22,15:00,0,2981,736,0,79,0,29,0,0,0,-908,0,0,2916,22.5
9/7/22,16:00,0,2949,701,0,79,0,24,0,0,0,-991,0,0,2762,21.51
9/7/22,17:00,0,2888,744,0,78,0,24,0,0,0,-1034,0,0,2700,18.36
9/7/22,18:00,0,2872,739,0,78,0,35,0,0,0,-946,0,0,2779,18.86
9/7/22,19:00,0,2940,762,0,79,0,39,0,0,0,-897,0,0,2923,22.77
9/7/22,20:00,0,2866,827,0,78,1,42,0,0,0,-878,0,0,2935,26
9/7/22,21:00,0,2870,769,0,75,4,55,0,0,0,-845,0,0,2928,27
9/7/22,22:00,0,2873,734,0,75,53,53,0,0,0,-881,0,0,2907,21.99
9/7/22,23:00,0,2864,799,0,74,134,43,0,0,0,-844,0,0,3068,17.73
9/8/22,0:00,0,3014,875,0,73,221,33,0,0,0,-728,0,0,3488,28.48
9/8/22,1:00,0,3116,868,0,73,344,30,0,0,0,-625,0,0,3807,35.02
9/8/22,2:00,0,3094,894,0,74,368,28,0,0,0,-565,0,0,3892,35.02
9/8/22,3:00,0,3093,905,0,73,384,27,0,0,0,-579,0,0,3903,36.7
9/8/22,4:00,0,3198,877,0,75,270,25,0,0,0,-704,0,0,3740,33.93
9/8/22,5:00,0,3206,848,0,75,274,31,0,0,0,-544,0,0,3891,37.38
9/8/22,6:00,0,3302,888,0,76,202,30,0,3,0,-584,0,0,3915,40.22
9/8/22,7:00,0,3011,1188,0,76,179,27,0,99,0,-737,0,0,3842,40.11
9/8/22,8:00,0,3004,1261,0,77,98,25,0,99,0,-754,0,0,3809,40.3
9/8/22,9:00,0,3007,1291,0,77,22,18,0,99,0,-906,0,0,3607,40.22
9/8/22,10:00,0,3017,1150,0,79,1,15,0,98,0,-821,0,0,3539,40.38
9/8/22,11:00,0,3000,1080,0,78,1,22,0,6,0,-826,0,0,3359,39.73
9/8/22,12:00,0,2983,1027,0,78,0,25,0,0,0,-905,0,0,3208,37.13
9/8/22,13:00,0,2897,883,0,78,0,18,0,0,0,-775,0,0,3101,31.96
9/8/22,14:00,0,2872,791,0,78,0,15,0,0,0,-752,0,0,3005,27.14
9/8/22,15:00,0,2919,737,0,78,0,14,0,0,0,-833,0,0,2916,21.37
9/8/22,16:00,0,2745,726,0,79,0,15,0,0,0,-815,0,0,2750,23.31
9/8/22,17:00,0,2885,780,0,78,0,13,0,0,0,-1028,0,0,2728,19.99
9/8/22,18:00,0,2895,786,0,79,0,12,0,0,0,-984,0,0,2788,19.99
9/8/22,19:00,0,2868,876,0,78,0,12,0,0,0,-933,0,0,2902,20
9/8/22,20:00,0,2881,893,0,80,1,10,0,0,0,-931,0,0,2933,21
9/8/22,21:00,0,2914,796,0,81,3,13,0,0,0,-900,0,0,2906,20.62
9/8/22,22:00,0,2898,778,0,81,22,18,0,0,0,-867,0,0,2929,17.58
9/8/22,23:00,0,2879,801,0,80,80,16,0,0,0,-765,0,0,3091,17.96
9/9/22,0:00,0,3030,789,0,80,175,16,0,0,0,-595,0,0,3494,23.01
9/9/22,1:00,0,3081,855,0,80,267,16,0,0,0,-496,0,0,3802,34.92
9/9/22,2:00,0,3086,913,0,80,295,19,0,0,0,-507,0,0,3886,34.77
9/9/22,3:00,0,3046,952,0,80,382,21,0,0,0,-540,0,0,3941,39.64
9/9/22,4:00,0,2937,966,0,80,445,25,0,0,0,-736,0,0,3716,26.65
9/9/22,5:00,0,2970,1033,0,80,441,23,0,0,0,-699,0,0,3847,39.93
9/9/22,6:00,0,3093,1157,0,80,387,31,0,1,0,-836,0,0,3913,40.22
9/9/22,7:00,0,3054,1349,0,78,288,34,0,50,0,-1001,0,0,3852,40.22
9/9/22,8:00,0,3065,1462,0,80,122,29,0,98,0,-1082,0,0,3773,46.38
9/9/22,9:00,0,2956,1486,0,80,47,26,0,99,0,-1155,0,0,3538,40.22
9/9/22,10:00,0,3099,1259,0,80,3,32,0,98,0,-1104,0,0,3467,43.06
9/9/22,11:00,0,3099,1012,0,80,1,37,0,7,0,-928,0,0,3308,45
9/9/22,12:00,0,3006,938,0,80,0,40,0,0,0,-910,0,0,3153,37.38
9/9/22,13:00,0,3000,906,0,80,0,43,0,0,0,-983,0,0,3046,33.5
9/9/22,14:00,0,2959,904,0,80,0,29,0,0,0,-1041,0,0,2932,29
9/9/22,15:00,0,2731,894,0,81,0,26,0,0,0,-883,0,0,2850,20.38
9/9/22,16:00,0,2780,849,0,80,0,25,0,0,0,-1051,0,0,2683,22.5
9/9/22,17:00,0,2841,840,0,81,0,25,0,0,0,-1141,0,0,2646,19.74
9/9/22,18:00,0,2833,860,0,81,0,22,0,0,0,-1100,0,0,2695,19.05
9/9/22,19:00,0,2778,868,0,81,0,22,0,0,0,-955,0,0,2794,17.78
9/9/22,20:00,0,2695,871,0,82,0,26,0,0,0,-884,0,0,2790,19.05
9/9/22,21:00,0,2569,856,0,81,5,25,0,0,0,-799,0,0,2737,17.03
9/9/22,22:00,0,2462,833,0,81,85,17,0,0,0,-873,0,0,2605,10.1
9/9/22,23:00,0,2086,839,0,81,276,11,0,0,0,-633,0,0,2660,13
9/10/22,0:00,0,1916,813,0,81,440,13,0,0,0,-413,0,0,2850,14.25
9/10/22,1:00,0,2041,778,0,81,600,16,0,0,0,-456,0,0,3059,15.13
9/10/22,2:00,0,2229,799,0,80,695,20,0,0,0,-631,0,0,3193,18.25
9/10/22,3:00,0,2202,835,0,80,683,20,0,0,0,-565,0,0,3255,16.41
9/10/22,4:00,0,2066,826,0,81,684,20,0,0,0,-435,0,0,3242,15.82
9/10/22,5:00,0,2246,867,0,80,644,15,0,0,0,-601,0,0,3251,17.37
9/10/22,6:00,0,2484,950,0,81,513,15,0,0,0,-812,0,0,3229,23
9/10/22,7:00,0,2691,982,0,81,374,11,0,0,0,-934,0,0,3204,21.84
9/10/22,8:00,0,2871,1035,0,81,194,9,0,4,0,-1029,0,0,3165,28.81
9/10/22,9:00,0,2866,1269,0,81,45,9,0,99,0,-1271,0,0,3097,37.23
9/10/22,10:00,0,2866,1355,0,81,1,15,0,99,0,-1312,0,0,3105,34.56
9/10/22,11:00,0,2833,1162,0,81,1,11,0,99,0,-1183,0,0,3003,32.52
9/10/22,12:00,0,2939,1080,0,81,0,8,0,1,0,-1237,0,0,2872,25.85
9/10/22,13:00,0,2905,917,0,81,0,10,0,0,0,-1182,0,0,2732,28.78
9/10/22,14:00,0,2889,797,0,82,0,15,0,0,0,-1116,0,0,2667,26.5
9/10/22,15:00,0,2831,809,0,82,0,16,0,0,0,-1176,0,0,2561,20.01
9/10/22,16:00,0,2449,844,0,82,0,10,0,0,0,-981,0,0,2404,21.01
9/10/22,17:00,0,2014,872,0,82,0,10,0,0,0,-632,0,0,2346,17.48
9/10/22,18:00,0,2028,877,0,83,0,1,0,0,0,-525,0,0,2464,16.94
9/10/22,19:00,0,2118,847,0,82,0,0,0,0,0,-497,0,0,2550,16.39
9/10/22,20:00,0,2140,851,0,82,0,0,0,0,0,-480,0,0,2593,16.78
9/10/22,21:00,0,2059,846,0,82,6,0,0,0,0,-468,0,0,2525,17.83
9/10/22,22:00,0,1902,828,0,82,84,0,0,0,0,-475,0,0,2421,16.43
9/10/22,23:00,0,1673,794,0,82,299,0,0,0,0,-354,0,0,2494,8.65
9/11/22,0:00,0,1526,838,0,81,551,0,0,0,0,-325,0,0,2671,0.01
9/11/22,1:00,0,1725,794,0,82,735,0,0,0,0,-403,0,0,2933,0.01
9/11/22,2:00,0,1719,794,0,81,861,0,0,0,0,-347,0,0,3109,0.61
9/11/22,3:00,0,1761,800,0,81,959,0,0,0,0,-360,0,0,3241,3.1
9/11/22,4:00,0,1875,752,0,80,932,1,0,0,0,-369,0,0,3270,12.27
9/11/22,5:00,0,2073,790,0,82,820,1,0,0,0,-518,0,0,3247,12.47
9/11/22,6:00,0,2299,814,0,81,661,1,0,0,0,-633,0,0,3223,13.64
9/11/22,7:00,0,2553,839,0,80,466,0,0,0,0,-747,0,0,3191,7.87
9/11/22,8:00,0,2933,923,0,81,256,2,0,26,0,-1004,0,0,3216,17.15
9/11/22,9:00,0,2947,1061,0,81,71,2,0,98,0,-1025,0,0,3236,26
9/11/22,10:00,0,2947,1121,0,82,1,2,0,99,0,-1026,0,0,3225,33.86
9/11/22,11:00,0,2935,1114,0,82,1,1,0,98,0,-1117,0,0,3114,27.99
9/11/22,12:00,0,2884,942,0,81,0,1,0,32,0,-965,0,0,2974,30.81
9/11/22,13:00,0,2841,785,0,81,0,2,0,0,0,-868,0,0,2841,23.81
9/11/22,14:00,0,2876,764,0,82,0,3,0,0,0,-999,0,0,2726,28.31
9/11/22,15:00,0,2817,737,0,82,0,3,0,0,0,-1035,0,0,2604,18.7
9/11/22,16:00,0,2696,715,0,71,0,3,0,0,0,-1029,0,0,2456,17.62
9/11/22,17:00,0,2721,690,0,73,0,2,0,0,0,-1096,0,0,2390,17.43
9/11/22,18:00,0,2744,745,0,72,0,1,0,0,0,-1068,0,0,2493,16.83
9/11/22,19:00,0,2841,733,0,72,0,1,0,0,0,-1038,0,0,2609,16.54
9/11/22,20:00,0,2859,747,0,72,0,0,0,0,0,-1019,0,0,2659,16.49
9/11/22,21:00,0,2893,782,0,71,9,0,0,0,0,-1074,0,0,2681,18.14
9/11/22,22:00,0,2900,730,0,72,98,0,0,0,0,-1095,0,0,2705,19.19
9/11/22,23:00,0,2978,762,0,72,270,0,0,0,0,-1050,0,0,3031,19.24
9/12/22,0:00,0,3119,738,0,72,420,0,0,0,0,-683,0,0,3666,14.48
9/12/22,1:00,0,3242,813,0,72,557,0,0,1,0,-604,0,0,4080,19.47
9/12/22,2:00,0,3243,908,0,72,756,1,0,49,0,-768,0,0,4260,20
9/12/22,3:00,0,3333,973,0,71,823,2,0,0,0,-836,0,0,4365,24.5
9/12/22,4:00,0,3291,925,0,73,809,2,0,0,0,-851,0,0,4249,20.62
9/12/22,5:00,0,3385,1013,0,75,778,2,0,0,0,-782,0,0,4470,37.13
