,,Hokuriku,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Hokuriku
6/7/22,12:00,0,2050,1266,0,41,0,8,0,0,0,-400,0,0,2965,19.45
6/7/22,13:00,0,2016,1231,0,41,0,6,0,0,0,-437,0,0,2857,17.81
6/7/22,14:00,0,2029,1142,0,42,0,4,0,0,0,-430,0,0,2786,16.55
6/7/22,15:00,0,2061,976,0,41,0,4,0,0,0,-383,0,0,2699,15.07
6/7/22,16:00,0,1946,1029,0,41,0,4,0,0,0,-427,0,0,2593,15.46
6/7/22,17:00,0,1910,1059,0,43,0,2,0,0,0,-390,0,0,2623,15
6/7/22,18:00,0,2059,1108,0,42,0,3,0,0,0,-432,0,0,2780,15
6/7/22,19:00,0,2148,1224,0,42,0,4,0,0,0,-453,0,0,2965,15
6/7/22,20:00,0,2155,1243,0,42,2,4,0,0,0,-434,0,0,3011,15.14
6/7/22,21:00,0,2102,1165,0,42,24,3,0,0,0,-413,0,0,2923,15.07
6/7/22,22:00,0,2154,1032,0,42,76,1,0,0,0,-502,0,0,2802,13.73
6/7/22,23:00,0,2109,863,0,41,155,0,0,0,0,-328,0,0,2840,11.65
6/8/22,0:00,0,1968,909,0,41,309,0,0,0,0,-156,0,0,3070,11.22
6/8/22,1:00,0,1952,1015,0,41,438,0,0,0,0,-160,0,0,3286,3.82
6/8/22,2:00,0,1940,1066,0,41,553,1,0,0,0,-298,0,0,3302,14.6
6/8/22,3:00,0,1968,1037,0,41,574,2,0,0,0,-343,0,0,3280,14.69
6/8/22,4:00,0,1920,932,0,41,601,5,0,0,0,-427,0,0,3072,0.12
6/8/22,5:00,0,1858,1027,0,41,649,5,0,0,0,-322,0,0,3258,14.8
6/8/22,6:00,0,1973,1054,0,41,637,5,0,0,0,-386,0,0,3324,14.74
6/8/22,7:00,0,2110,1135,0,41,450,6,0,0,0,-457,0,0,3284,14.8
6/8/22,8:00,0,2188,1285,0,41,315,6,0,1,0,-582,0,0,3252,16.87
6/8/22,9:00,0,2153,1312,0,41,184,5,0,52,0,-653,0,0,3094,18.58
6/8/22,10:00,0,2231,1392,0,41,60,2,0,100,0,-738,0,0,3087,20.57
6/8/22,11:00,0,2281,1352,0,41,2,2,0,51,0,-657,0,0,3072,23.3
6/8/22,12:00,0,2177,1321,0,41,0,1,0,0,0,-619,0,0,2921,19.54
6/8/22,13:00,0,2124,1173,0,40,0,1,0,0,0,-484,0,0,2854,19.26
6/8/22,14:00,0,2179,950,0,42,0,1,0,0,0,-400,0,0,2772,18.21
6/8/22,15:00,0,2175,885,0,41,0,1,0,0,0,-423,0,0,2679,17.62
6/8/22,16:00,0,2175,864,0,41,0,1,0,0,0,-508,0,0,2573,15.07
6/8/22,17:00,0,2169,863,0,41,0,0,0,0,0,-491,0,0,2582,14.83
6/8/22,18:00,0,2104,1087,0,41,0,0,0,0,0,-472,0,0,2761,14.88
6/8/22,19:00,0,2170,1205,0,43,0,0,0,0,0,-463,0,0,2954,14.94
6/8/22,20:00,0,2160,1171,0,42,4,0,0,0,0,-413,0,0,2964,15.14
6/8/22,21:00,0,2164,1092,0,41,65,0,0,0,0,-441,0,0,2920,14.98
6/8/22,22:00,0,2097,927,0,41,230,0,0,0,0,-454,0,0,2841,14.88
6/8/22,23:00,0,1944,745,0,41,457,0,0,0,0,-385,0,0,2801,1.01
6/9/22,0:00,0,2006,853,0,41,671,0,0,0,0,-445,0,0,3126,14.11
6/9/22,1:00,0,2017,846,0,42,879,1,0,0,0,-380,0,0,3404,7.93
6/9/22,2:00,0,1954,913,0,43,968,2,0,0,0,-395,0,0,3485,12.91
6/9/22,3:00,0,1826,988,0,43,1017,5,0,0,0,-352,0,0,3528,12.42
6/9/22,4:00,0,1855,751,0,43,964,7,0,0,0,-303,0,0,3317,8.43
6/9/22,5:00,0,1937,994,0,43,894,7,0,0,0,-373,0,0,3501,14.11
6/9/22,6:00,0,2002,895,0,43,777,6,0,0,0,-218,0,0,3505,10.16
6/9/22,7:00,0,2138,874,0,42,616,8,0,0,0,-269,0,0,3409,14.51
6/9/22,8:00,0,2219,1083,0,44,444,12,0,0,0,-403,0,0,3399,17.09
6/9/22,9:00,0,2235,1112,0,42,223,16,0,27,0,-418,0,0,3239,20.46
6/9/22,10:00,0,2179,1209,0,43,62,19,0,102,0,-453,0,0,3161,22.12
6/9/22,11:00,0,2208,1193,0,42,1,20,0,71,0,-440,0,0,3095,20.83
6/9/22,12:00,0,2183,1108,0,40,0,21,0,0,0,-374,0,0,2979,19.9
6/9/22,13:00,0,2123,1090,0,41,0,20,0,0,0,-389,0,0,2885,18.24
6/9/22,14:00,0,2064,1131,0,42,0,21,0,0,0,-450,0,0,2808,17.52
6/9/22,15:00,0,2134,950,0,42,0,21,0,0,0,-441,0,0,2705,15.97
6/9/22,16:00,0,2072,865,0,41,0,17,0,0,0,-397,0,0,2598,15.25
6/9/22,17:00,0,2092,897,0,41,0,9,0,0,0,-442,0,0,2597,14.83
6/9/22,18:00,0,2151,1047,0,42,0,3,0,0,0,-477,0,0,2766,15.31
6/9/22,19:00,0,2148,1082,0,40,0,0,0,0,0,-352,0,0,2920,17.49
6/9/22,20:00,0,2153,1097,0,42,3,0,0,0,0,-358,0,0,2936,18.33
6/9/22,21:00,0,2139,995,0,40,40,0,0,0,0,-398,0,0,2817,16.43
6/9/22,22:00,0,2118,820,0,41,144,0,0,0,0,-395,0,0,2728,14.94
6/9/22,23:00,0,2067,788,0,40,266,0,0,0,0,-371,0,0,2790,14.55
6/10/22,0:00,0,2076,912,0,40,430,0,0,0,0,-334,0,0,3123,14.69
6/10/22,1:00,0,2065,890,0,41,597,0,0,0,0,-251,0,0,3341,13.8
6/10/22,2:00,0,1896,931,0,39,795,0,0,0,0,-207,0,0,3454,14.88
6/10/22,3:00,0,1852,1003,0,40,887,0,0,0,0,-295,0,0,3488,14.88
6/10/22,4:00,0,1782,990,0,40,918,3,0,0,0,-383,0,0,3350,8.15
6/10/22,5:00,0,2176,1025,0,40,831,5,0,0,0,-582,0,0,3495,14.91
6/10/22,6:00,0,2266,921,0,40,727,4,0,0,0,-435,0,0,3523,14.96
6/10/22,7:00,0,2138,1104,0,41,553,2,0,1,0,-406,0,0,3433,16.19
6/10/22,8:00,0,2197,1328,0,43,392,2,0,52,0,-607,0,0,3406,22.32
6/10/22,9:00,0,2365,1275,0,44,169,4,0,53,0,-672,0,0,3238,25.82
6/10/22,10:00,0,2439,1241,0,42,42,6,0,101,0,-719,0,0,3152,25.19
6/10/22,11:00,0,2427,1167,0,42,1,13,0,49,0,-634,0,0,3065,24.45
6/10/22,12:00,0,2292,1135,0,43,0,13,0,0,0,-563,0,0,2919,23.84
6/10/22,13:00,0,2154,1104,0,43,0,13,0,0,0,-496,0,0,2818,20.64
6/10/22,14:00,0,2145,981,0,43,0,11,0,0,0,-449,0,0,2730,19.2
6/10/22,15:00,0,2033,1048,0,43,0,10,0,0,0,-464,0,0,2670,17.19
6/10/22,16:00,0,1993,933,0,41,0,11,0,0,0,-396,0,0,2583,16.26
6/10/22,17:00,0,1990,971,0,41,0,12,0,0,0,-461,0,0,2553,14.17
6/10/22,18:00,0,1976,1110,0,41,0,20,0,0,0,-448,0,0,2699,15
6/10/22,19:00,0,2017,1057,0,41,0,23,0,0,0,-302,0,0,2836,16.13
6/10/22,20:00,0,1988,1030,0,42,2,13,0,0,0,-255,0,0,2819,17.91
6/10/22,21:00,0,1966,1006,0,41,35,8,0,0,0,-368,0,0,2688,17.14
6/10/22,22:00,0,1789,1002,0,41,98,9,0,0,0,-412,0,0,2527,15
6/10/22,23:00,0,1672,882,0,41,217,9,0,0,0,-363,0,0,2459,14.99
6/11/22,0:00,0,1674,875,0,41,299,9,0,0,0,-310,0,0,2588,16.98
6/11/22,1:00,0,1798,935,0,41,331,8,0,0,0,-415,0,0,2697,16.99
6/11/22,2:00,0,1998,818,0,40,368,9,0,0,0,-464,0,0,2769,17.04
6/11/22,3:00,0,1973,741,0,41,446,6,0,0,0,-447,0,0,2760,16.44
6/11/22,4:00,0,2000,843,0,40,383,6,0,0,0,-538,0,0,2734,14.99
6/11/22,5:00,0,1997,827,0,41,314,3,0,0,0,-443,0,0,2739,15.91
6/11/22,6:00,0,1978,762,0,40,308,4,0,0,0,-383,0,0,2708,13.73
6/11/22,7:00,0,1990,910,0,41,271,6,0,0,0,-523,0,0,2695,14.17
6/11/22,8:00,0,2003,1119,0,41,113,9,0,0,0,-573,0,0,2711,15.14
6/11/22,9:00,0,1996,1148,0,40,47,11,0,0,0,-535,0,0,2707,15.47
6/11/22,10:00,0,1985,1193,0,41,14,19,0,0,0,-542,0,0,2709,17.28
6/11/22,11:00,0,2014,1155,0,41,1,24,0,0,0,-558,0,0,2677,17.97
6/11/22,12:00,0,1959,1013,0,40,0,27,0,0,0,-457,0,0,2581,18.62
6/11/22,13:00,0,1965,890,0,41,0,26,0,0,0,-448,0,0,2475,17.78
6/11/22,14:00,0,2024,757,0,41,0,24,0,0,0,-474,0,0,2372,16.37
6/11/22,15:00,0,1953,752,0,41,0,21,0,0,0,-451,0,0,2316,12.38
6/11/22,16:00,0,1880,887,0,41,0,25,0,0,0,-613,0,0,2220,15
6/11/22,17:00,0,1759,957,0,41,0,26,0,0,0,-576,0,0,2207,14.99
6/11/22,18:00,0,1786,1069,0,41,0,35,0,0,0,-552,0,0,2378,15
6/11/22,19:00,0,1893,1151,0,41,0,39,0,0,0,-608,0,0,2517,15
6/11/22,20:00,0,1930,1154,0,42,2,41,0,0,0,-626,0,0,2543,15
6/11/22,21:00,0,2003,943,0,41,40,39,0,0,0,-641,0,0,2425,15.08
6/11/22,22:00,0,1708,958,0,41,161,40,0,0,0,-662,0,0,2246,14.92
6/11/22,23:00,0,1555,865,0,41,326,45,0,0,0,-650,0,0,2183,11.41
6/12/22,0:00,0,1424,736,0,41,497,44,0,0,0,-546,0,0,2196,1.01
6/12/22,1:00,0,1384,694,0,41,700,41,0,0,0,-568,0,0,2291,0.01
6/12/22,2:00,0,1321,661,0,41,766,41,0,0,0,-500,0,0,2329,0.01
6/12/22,3:00,0,1293,634,0,41,762,36,0,0,0,-439,0,0,2327,0.01
6/12/22,4:00,0,1215,656,0,41,885,34,0,0,0,-447,0,0,2384,0.01
6/12/22,5:00,0,1182,733,0,41,875,35,0,0,0,-507,0,0,2359,0.01
6/12/22,6:00,0,1272,807,0,41,809,38,0,0,0,-601,0,0,2366,0.01
6/12/22,7:00,0,1306,905,0,40,599,35,0,0,0,-573,0,0,2312,0.01
6/12/22,8:00,0,1525,990,0,41,416,29,0,0,0,-632,0,0,2369,0.01
6/12/22,9:00,0,1857,1062,0,41,227,30,0,0,0,-729,0,0,2486,14.92
6/12/22,10:00,0,1877,1223,0,41,62,32,0,0,0,-729,0,0,2506,17.98
6/12/22,11:00,0,1931,1244,0,41,1,27,0,0,0,-729,0,0,2516,19.76
6/12/22,12:00,0,2046,1109,0,41,0,36,0,0,0,-776,0,0,2456,18.8
6/12/22,13:00,0,2076,1026,0,41,0,21,0,0,0,-803,0,0,2361,17.37
6/12/22,14:00,0,2020,855,0,41,0,11,0,0,0,-664,0,0,2263,16.63
6/12/22,15:00,0,1932,832,0,41,0,14,0,0,0,-606,0,0,2214,15.11
6/12/22,16:00,0,1866,833,0,41,0,11,0,0,0,-592,0,0,2159,15.2
6/12/22,17:00,0,1906,848,0,41,0,6,0,0,0,-625,0,0,2176,15
6/12/22,18:00,0,1936,957,0,41,0,8,0,0,0,-596,0,0,2346,15
6/12/22,19:00,0,1969,1137,0,41,0,4,0,0,0,-637,0,0,2515,15
6/12/22,20:00,0,1908,1156,0,41,4,7,0,0,0,-532,0,0,2584,15.07
6/12/22,21:00,0,1923,1094,0,41,49,11,0,0,0,-562,0,0,2556,15.21
6/12/22,22:00,0,1926,915,0,42,183,11,0,0,0,-572,0,0,2504,15.21
6/12/22,23:00,0,1896,852,0,41,317,33,0,0,0,-550,0,0,2589,12.3
6/13/22,0:00,0,2036,880,0,41,471,34,0,0,0,-550,0,0,2912,13.74
6/13/22,1:00,0,1995,804,0,40,608,28,0,0,0,-285,0,0,3190,15.2
6/13/22,2:00,0,1995,813,0,43,826,34,0,0,0,-405,0,0,3305,15.46
6/13/22,3:00,0,2038,806,0,43,908,31,0,0,0,-443,0,0,3383,15.08
6/13/22,4:00,0,1916,685,0,43,919,27,0,0,0,-388,0,0,3202,12.45
6/13/22,5:00,0,1907,791,0,42,858,26,0,0,0,-262,0,0,3362,16.5
6/13/22,6:00,0,1947,900,0,43,655,24,0,0,0,-177,0,0,3393,16.63
6/13/22,7:00,0,1970,961,0,41,447,28,0,0,0,-134,0,0,3314,18.44
6/13/22,8:00,0,2013,1016,0,44,337,33,0,2,0,-143,0,0,3301,23.2
6/13/22,9:00,0,2056,1202,0,43,137,35,0,100,0,-437,0,0,3135,25.28
6/13/22,10:00,0,2138,1128,0,44,33,32,0,99,0,-398,0,0,3075,25.99
6/13/22,11:00,0,2244,1093,0,44,1,28,0,0,0,-400,0,0,3010,25.56
6/13/22,12:00,0,2142,1081,0,43,0,32,0,0,0,-401,0,0,2897,22.47
6/13/22,13:00,0,2112,1021,0,45,0,33,0,0,0,-394,0,0,2817,18.96
6/13/22,14:00,0,2057,912,0,48,0,36,0,0,0,-269,0,0,2784,17.89
6/13/22,15:00,0,2023,801,0,54,0,31,0,0,0,-193,0,0,2715,16.31
6/13/22,16:00,0,2033,831,0,57,0,35,0,0,0,-346,0,0,2609,14.74
6/13/22,17:00,0,2044,885,0,68,0,35,0,0,0,-440,0,0,2592,14.32
6/13/22,18:00,0,1991,1034,0,78,0,25,0,0,0,-380,0,0,2748,15
6/13/22,19:00,0,2065,1194,0,84,0,27,0,0,0,-427,0,0,2944,15
6/13/22,20:00,0,2063,1158,0,85,2,23,0,0,0,-370,0,0,2960,15.44
6/13/22,21:00,0,2091,1126,0,85,35,19,0,0,0,-473,0,0,2882,15.98
6/13/22,22:00,0,2162,891,0,83,131,16,0,0,0,-504,0,0,2779,13.48
6/13/22,23:00,0,2287,723,0,83,182,6,0,0,0,-415,0,0,2866,14.62
6/14/22,0:00,0,2344,829,0,84,233,2,0,0,0,-351,0,0,3142,17.54
6/14/22,1:00,0,2287,1006,0,84,260,1,0,0,0,-259,0,0,3378,21.79
6/14/22,2:00,0,2396,1040,0,84,226,1,0,0,0,-287,0,0,3459,20.27
6/14/22,3:00,0,2331,1027,0,80,243,2,0,0,0,-237,0,0,3446,20.15
6/14/22,4:00,0,2304,937,0,82,199,2,0,0,0,-233,0,0,3291,17.43
6/14/22,5:00,0,2325,920,0,80,156,3,0,0,0,-34,0,0,3450,21.9
6/14/22,6:00,0,2403,884,0,66,121,3,0,0,6,0,0,0,3482,25.34
6/14/22,7:00,0,2448,931,0,63,112,2,0,1,0,-156,0,0,3402,22.27
6/14/22,8:00,0,2502,1019,0,63,92,3,0,51,0,-375,0,0,3354,25.42
6/14/22,9:00,0,2480,1188,0,63,45,0,0,101,0,-638,0,0,3239,21.81
6/14/22,10:00,0,2435,1200,0,64,11,0,0,51,0,-569,0,0,3192,18.97
6/14/22,11:00,0,2430,1061,0,64,1,1,0,0,0,-460,0,0,3096,17.87
6/14/22,12:00,0,2292,1113,0,64,0,3,0,0,0,-489,0,0,2982,16.87
6/14/22,13:00,0,2127,1111,0,63,0,4,0,0,0,-403,0,0,2901,14.95
6/14/22,14:00,0,2018,996,0,65,0,7,0,0,0,-253,0,0,2833,14.63
6/14/22,15:00,0,1967,869,0,64,0,5,0,0,0,-167,0,0,2737,8.46
6/14/22,16:00,0,1998,789,0,64,0,3,0,0,0,-208,0,0,2645,15.49
6/14/22,17:00,0,2060,783,0,64,0,4,0,0,0,-246,0,0,2664,15.08
6/14/22,18:00,0,2088,822,0,64,0,1,0,0,0,-139,0,0,2836,15.08
6/14/22,19:00,0,2080,1010,0,65,0,1,0,0,0,-186,0,0,2970,15.21
6/14/22,20:00,0,2045,1004,0,64,1,1,0,0,0,-142,0,0,2974,15.39
6/14/22,21:00,0,2040,976,0,64,19,10,0,0,0,-211,0,0,2898,15.4
6/14/22,22:00,0,2070,819,0,64,53,20,0,0,0,-204,0,0,2823,15.08
6/14/22,23:00,0,1970,838,0,63,88,32,0,0,0,-115,0,0,2877,15.27
6/15/22,0:00,0,2140,911,0,63,122,25,0,1,0,-66,0,0,3196,18.08
6/15/22,1:00,0,2230,949,0,63,163,16,0,52,0,-63,0,0,3410,19.5
6/15/22,2:00,0,2123,988,0,64,243,19,0,51,0,-63,0,0,3424,19.11
6/15/22,3:00,0,2088,1032,0,73,463,18,0,0,0,-259,0,0,3415,19.01
6/15/22,4:00,0,2044,886,0,76,456,17,0,0,0,-216,0,0,3264,16.23
6/15/22,5:00,0,2261,1018,0,72,321,14,0,0,0,-249,0,0,3437,17.78
6/15/22,6:00,0,2289,1018,0,64,256,11,0,0,0,-142,0,0,3496,17.25
6/15/22,7:00,0,2362,1083,0,62,108,6,0,0,0,-167,0,0,3454,17.28
6/15/22,8:00,0,2357,1211,0,73,72,11,0,1,0,-314,0,0,3412,19.64
6/15/22,9:00,0,2342,1316,0,86,31,24,0,50,0,-569,0,0,3279,18.51
6/15/22,10:00,0,2234,1348,0,87,14,51,0,49,0,-596,0,0,3188,19.17
6/15/22,11:00,0,2175,1380,0,86,1,53,0,0,0,-599,0,0,3095,19.66
6/15/22,12:00,0,2153,1169,0,87,0,55,0,0,0,-465,0,0,2999,19.82
6/15/22,13:00,0,2125,1027,0,87,0,53,0,0,0,-358,0,0,2934,18.92
6/15/22,14:00,0,2016,899,0,87,0,46,0,0,0,-215,0,0,2834,17.6
6/15/22,15:00,0,1876,909,0,87,0,44,0,0,0,-147,0,0,2769,16.43
6/15/22,16:00,0,1966,820,0,78,0,33,0,0,0,-244,0,0,2652,15.28
6/15/22,17:00,0,2102,824,0,78,0,30,0,0,0,-365,0,0,2669,15.01
6/15/22,18:00,0,2048,948,0,77,0,25,0,0,0,-272,0,0,2826,15.26
6/15/22,19:00,0,2025,983,0,78,0,24,0,0,0,-136,0,0,2974,16.46
6/15/22,20:00,0,2033,1048,0,78,4,27,0,0,0,-209,0,0,2979,17.13
6/15/22,21:00,0,2043,997,0,77,36,24,0,0,0,-290,0,0,2887,16.31
6/15/22,22:00,0,2068,911,0,78,119,21,0,0,0,-375,0,0,2821,15.19
6/15/22,23:00,0,2078,872,0,77,200,14,0,0,0,-353,0,0,2888,13.42
6/16/22,0:00,0,2093,926,0,76,341,16,0,0,0,-248,0,0,3204,14.91
6/16/22,1:00,0,2093,967,0,77,451,15,0,0,0,-139,0,0,3463,14.95
6/16/22,2:00,0,2104,1087,0,78,664,23,0,0,0,-388,0,0,3568,14.91
6/16/22,3:00,0,2070,1123,0,78,679,33,0,0,0,-352,0,0,3631,14.91
6/16/22,4:00,0,2093,936,0,86,688,37,0,0,0,-373,0,0,3467,14.82
6/16/22,5:00,0,2147,1021,0,84,606,44,0,0,0,-297,0,0,3605,15.2
6/16/22,6:00,0,2098,1018,0,84,698,38,0,0,0,-281,0,0,3655,15.59
6/16/22,7:00,0,2123,1148,0,85,559,30,0,0,0,-314,0,0,3631,16.31
6/16/22,8:00,0,2234,1328,0,84,399,21,0,2,0,-495,0,0,3572,20.19
6/16/22,9:00,0,2300,1344,0,84,213,15,0,102,0,-636,0,0,3421,22.45
6/16/22,10:00,0,2306,1355,0,81,63,5,0,97,0,-595,0,0,3312,25.08
6/16/22,11:00,0,2286,1342,0,81,3,4,0,0,0,-500,0,0,3215,23.19
6/16/22,12:00,0,2261,1140,0,82,0,2,0,0,0,-383,0,0,3101,21.14
6/16/22,13:00,0,2212,1023,0,81,0,2,0,0,0,-291,0,0,3028,19.05
6/16/22,14:00,0,2122,997,0,83,0,6,0,0,0,-278,0,0,2930,18.19
6/16/22,15:00,0,2021,992,0,82,0,12,0,0,0,-265,0,0,2842,17.55
6/16/22,16:00,0,2113,980,0,81,0,20,0,0,0,-483,0,0,2710,15.62
6/16/22,17:00,0,2136,995,0,82,0,16,0,0,0,-522,0,0,2707,15.28
6/16/22,18:00,0,2110,1092,0,82,0,21,0,0,0,-474,0,0,2830,15.4
6/16/22,19:00,0,2113,1130,0,82,0,21,0,0,0,-361,0,0,2984,16.6
6/16/22,20:00,0,1902,1153,0,83,2,16,0,0,0,-168,0,0,2988,17.38
6/16/22,21:00,0,2087,1006,0,85,44,13,0,0,0,-325,0,0,2910,17.08
6/16/22,22:00,0,2104,770,0,87,171,10,0,0,0,-272,0,0,2870,15.52
6/16/22,23:00,0,2017,769,0,85,344,6,0,0,0,-290,0,0,2931,14.59
6/17/22,0:00,0,2119,776,0,86,528,6,0,0,0,-213,0,0,3302,14.48
6/17/22,1:00,0,2257,725,0,85,678,6,0,0,0,-92,0,0,3659,13.82
6/17/22,2:00,0,2234,777,0,85,838,12,0,0,0,-179,0,0,3766,14.75
6/17/22,3:00,0,2216,770,0,86,904,20,0,0,0,-200,0,0,3796,15.11
6/17/22,4:00,0,2249,669,0,88,968,17,0,0,0,-329,0,0,3661,13.66
6/17/22,5:00,0,2346,631,0,86,904,15,0,0,0,-159,0,0,3823,15.44
6/17/22,6:00,0,2339,731,0,87,797,18,0,0,0,-115,0,0,3856,15.11
6/17/22,7:00,0,2325,854,0,88,655,20,0,0,0,-139,0,0,3803,16.09
6/17/22,8:00,0,2361,1147,0,81,434,20,0,1,0,-299,0,0,3744,18.51
6/17/22,9:00,0,2401,1283,0,64,225,11,0,51,0,-522,0,0,3512,18.59
6/17/22,10:00,0,2367,1308,0,49,68,8,0,100,0,-545,0,0,3355,20.7
6/17/22,11:00,0,2414,1260,0,44,2,14,0,51,0,-553,0,0,3232,22.3
6/17/22,12:00,0,2454,1247,0,42,0,19,0,0,0,-638,0,0,3124,23.03
6/17/22,13:00,0,2425,1169,0,42,0,17,0,0,0,-635,0,0,3018,19.17
6/17/22,14:00,0,2370,1032,0,43,0,9,0,0,0,-577,0,0,2877,17.91
6/17/22,15:00,0,2198,988,0,42,0,13,0,0,0,-467,0,0,2775,16.39
6/17/22,16:00,0,2100,891,0,43,0,18,0,0,0,-404,0,0,2649,15.97
6/17/22,17:00,0,2096,916,0,43,0,17,0,0,0,-457,0,0,2614,15.97
6/17/22,18:00,0,2037,998,0,42,0,19,0,0,0,-387,0,0,2709,16.6
6/17/22,19:00,0,2070,1038,0,43,0,20,0,0,0,-331,0,0,2841,19.08
6/17/22,20:00,0,2008,1079,0,42,3,20,0,0,0,-333,0,0,2820,19.3
6/17/22,21:00,0,1986,1019,0,43,45,14,0,0,0,-384,0,0,2723,18.38
6/17/22,22:00,0,1989,898,0,44,135,7,0,0,0,-479,0,0,2594,15.39
6/17/22,23:00,0,1937,822,0,43,261,3,0,0,0,-488,0,0,2578,15.47
6/18/22,0:00,0,1855,613,0,44,497,1,0,0,0,-280,0,0,2730,13.17
6/18/22,1:00,0,2012,655,0,43,646,0,0,0,0,-388,0,0,2969,15.36
6/18/22,2:00,0,2132,673,0,43,597,0,0,0,0,-373,0,0,3072,14.68
6/18/22,3:00,0,2064,737,0,44,596,0,0,0,0,-312,0,0,3129,14.68
6/18/22,4:00,0,2124,799,0,43,546,0,0,0,0,-412,0,0,3100,14.74
6/18/22,5:00,0,2216,782,0,43,440,0,0,0,0,-379,0,0,3101,15.36
6/18/22,6:00,0,2171,798,0,44,449,1,0,0,0,-381,0,0,3081,14.86
6/18/22,7:00,0,2156,813,0,43,379,1,0,0,0,-366,0,0,3026,13.27
6/18/22,8:00,0,2192,933,0,43,296,0,0,0,0,-463,0,0,3000,15.64
6/18/22,9:00,0,2259,1035,0,44,171,0,0,3,0,-568,0,0,2944,18.55
6/18/22,10:00,0,2213,988,0,43,78,1,0,89,0,-507,0,0,2905,23.48
6/18/22,11:00,0,2321,1010,0,43,3,0,0,89,0,-602,0,0,2864,21.76
6/18/22,12:00,0,2302,1026,0,43,0,0,0,18,0,-633,0,0,2756,18.97
6/18/22,13:00,0,2253,922,0,43,0,2,0,0,0,-585,0,0,2635,17.03
6/18/22,14:00,0,2239,821,0,44,0,4,0,0,0,-561,0,0,2548,15.66
6/18/22,15:00,0,2146,761,0,44,0,6,0,0,0,-499,0,0,2457,11.5
6/18/22,16:00,0,1975,872,0,45,0,7,0,0,0,-551,0,0,2348,13.91
6/18/22,17:00,0,1868,974,0,44,0,7,0,0,0,-574,0,0,2318,12.93
6/18/22,18:00,0,2029,904,0,45,0,9,0,0,0,-541,0,0,2445,12.57
6/18/22,19:00,0,1970,1005,0,45,0,22,0,50,0,-510,0,0,2581,13.94
6/18/22,20:00,0,1996,1018,0,45,3,36,0,49,0,-561,0,0,2585,15.03
6/18/22,21:00,0,2020,987,0,44,30,39,0,0,0,-630,0,0,2491,15.21
6/18/22,22:00,0,1744,862,0,44,152,37,0,0,0,-466,0,0,2372,14.8
6/18/22,23:00,0,1564,701,0,45,359,31,0,0,0,-323,0,0,2377,5
6/19/22,0:00,0,1664,630,0,45,620,25,0,0,0,-487,0,0,2497,0.01
6/19/22,1:00,0,1817,624,0,44,821,23,0,0,0,-603,0,0,2726,0.01
6/19/22,2:00,0,1795,631,0,44,909,22,0,0,0,-534,0,0,2867,0.01
6/19/22,3:00,0,1857,666,0,44,993,18,-120,0,0,-471,0,0,2987,0.01
6/19/22,4:00,0,1984,664,0,44,962,23,-122,0,0,-530,0,0,3024,0.01
6/19/22,5:00,0,1967,670,0,44,937,26,-120,0,0,-501,0,0,3023,0.01
6/19/22,6:00,0,2116,700,0,44,784,36,-120,0,0,-532,0,0,3028,2.82
6/19/22,7:00,0,2205,724,0,44,587,37,-68,0,0,-543,0,0,2985,12.25
6/19/22,8:00,0,2264,862,0,44,390,21,0,0,0,-603,0,0,2978,15.43
6/19/22,9:00,0,2308,1061,0,44,183,14,0,1,0,-643,0,0,2968,15.53
6/19/22,10:00,0,2425,1150,0,45,49,8,0,51,0,-790,0,0,2938,17.45
6/19/22,11:00,0,2417,1175,0,44,1,4,0,37,0,-795,0,0,2884,18.27
6/19/22,12:00,0,2366,1094,0,45,0,4,0,0,0,-716,0,0,2794,18.33
6/19/22,13:00,0,2232,979,0,46,0,7,0,0,0,-605,0,0,2658,15.79
6/19/22,14:00,0,2178,1009,0,45,0,6,0,0,0,-684,0,0,2555,15.44
6/19/22,15:00,0,2176,817,0,54,0,6,0,0,0,-578,0,0,2475,13.03
6/19/22,16:00,0,2176,757,0,64,0,5,0,0,0,-630,0,0,2373,15.21
6/19/22,17:00,0,2067,748,0,73,0,7,0,0,0,-542,0,0,2353,15
6/19/22,18:00,0,2136,776,0,84,0,7,0,0,0,-502,0,0,2501,15
6/19/22,19:00,0,2115,973,0,80,0,7,0,0,0,-539,0,0,2635,15.03
6/19/22,20:00,0,2173,1040,0,68,2,8,0,0,0,-616,0,0,2676,15.36
6/19/22,21:00,0,2138,996,0,69,47,10,0,0,0,-636,0,0,2622,15.29
6/19/22,22:00,0,2228,825,0,68,148,9,0,0,0,-646,0,0,2633,15.36
6/19/22,23:00,0,2296,791,0,68,324,4,0,0,0,-615,0,0,2867,15.57
6/20/22,0:00,0,2367,950,0,68,544,3,0,0,0,-551,0,0,3382,16.52
6/20/22,1:00,0,2552,1157,0,68,633,3,0,0,0,-590,0,0,3822,19.5
6/20/22,2:00,0,2580,934,0,62,732,3,0,0,0,-392,0,0,3919,19.62
6/20/22,3:00,0,2590,960,0,48,829,4,0,0,0,-433,0,0,3998,19.8
6/20/22,4:00,0,2593,929,0,46,820,2,0,0,0,-528,0,0,3863,18.33
