,,Kansai,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kansai
4/12/22,5:00,2068,6966,996,0,68,4854,34,-663,0,2513,0,0,0,16836,0.01
4/12/22,6:00,2068,6937,1073,0,68,4164,32,-583,0,3065,0,0,0,16824,4.62
4/12/22,7:00,2067,8442,1233,0,68,3169,29,0,77,1629,0,0,0,16714,6.13
4/12/22,8:00,2066,8742,1968,0,68,1967,45,0,209,1664,0,0,0,16730,15.42
4/12/22,9:00,2066,9118,2267,0,68,762,57,0,1033,866,0,0,0,16238,21.07
4/12/22,10:00,2067,9031,2247,0,68,45,61,0,1510,921,0,0,0,15950,22.71
4/12/22,11:00,2068,8578,2139,0,68,0,75,0,391,2163,0,0,0,15482,22.9
4/12/22,12:00,2068,8619,1973,0,68,0,73,0,214,1803,0,0,0,14819,22.51
4/12/22,13:00,2068,8584,1649,0,68,0,61,0,198,1587,0,0,0,14217,22.51
4/12/22,14:00,2068,8262,1524,0,68,0,50,0,160,1411,0,0,0,13544,20.64
4/12/22,15:00,2068,7249,1359,0,68,0,38,0,7,2177,0,0,0,12967,13.75
4/12/22,16:00,2068,7076,1202,0,68,0,37,0,0,1653,0,0,0,12104,11.59
4/12/22,17:00,2068,6833,1176,0,68,0,30,0,0,1617,0,0,0,11793,13.57
4/12/22,18:00,2068,7261,1184,0,68,0,26,0,0,1661,0,0,0,12268,15.89
4/12/22,19:00,2068,7972,1277,0,68,0,13,0,0,1353,0,0,0,12751,17.3
4/12/22,20:00,2068,7865,1287,0,68,0,8,0,50,1465,0,0,0,12812,17.11
4/12/22,21:00,2069,7648,1234,0,68,31,6,0,41,1428,0,0,0,12526,17.38
4/12/22,22:00,2069,7770,982,0,68,467,6,0,81,1329,0,0,0,12772,17.84
4/12/22,23:00,2068,7366,993,0,68,1086,8,-248,0,2311,0,0,0,13651,18.81
4/13/22,0:00,2067,6766,1592,0,68,1839,10,-455,0,3227,0,0,0,15114,18.93
4/13/22,1:00,2067,6693,1832,0,68,2570,12,-507,0,3378,0,0,0,16114,18.94
4/13/22,2:00,2067,6573,1662,0,68,3419,13,-352,0,2844,0,0,0,16295,18.33
4/13/22,3:00,2067,6883,1130,0,68,4152,14,-475,0,2821,0,0,0,16660,18.93
4/13/22,4:00,2066,6775,975,0,68,4365,19,-809,0,2710,0,0,0,16169,12.29
4/13/22,5:00,2066,7703,978,0,68,4278,18,-233,0,2283,0,0,0,17162,19.65
4/13/22,6:00,2067,8311,1517,0,68,3693,20,-112,0,1640,0,0,0,17205,20.29
4/13/22,7:00,2067,8996,2083,0,68,2644,19,0,560,965,0,0,0,17404,20.41
4/13/22,8:00,2068,9574,2117,0,68,1204,9,0,1555,508,0,0,0,17103,22.86
4/13/22,9:00,2068,9527,2144,0,68,425,8,0,1454,626,0,0,0,16320,25.03
4/13/22,10:00,2068,9539,2080,0,68,36,8,0,1079,1146,0,0,0,16025,29.2
4/13/22,11:00,2068,9503,1867,0,68,0,11,0,580,1364,0,0,0,15461,24.91
4/13/22,12:00,2067,9335,1860,0,68,0,12,0,303,1110,0,0,0,14755,23.27
4/13/22,13:00,2067,9089,1607,0,68,0,12,0,122,1056,0,0,0,14022,21.51
4/13/22,14:00,2067,8867,1425,0,68,0,6,-27,0,1082,0,0,0,13489,20.18
4/13/22,15:00,2067,8054,1249,0,68,0,6,-429,0,1905,0,0,0,12921,14.51
4/13/22,16:00,2068,8063,1159,0,68,0,6,-1531,0,2170,0,0,0,12004,15.55
4/13/22,17:00,2068,8238,1158,0,68,0,7,-2254,0,2338,0,0,0,11624,13.72
4/13/22,18:00,2068,8463,1162,0,68,0,8,-1810,0,2103,0,0,0,12062,15.89
4/13/22,19:00,2068,8418,1306,0,68,0,9,-1481,0,2189,0,0,0,12578,16.91
4/13/22,20:00,2068,8323,1294,0,68,0,11,-914,0,1865,0,0,0,12715,16.98
4/13/22,21:00,2068,8186,1136,0,68,24,16,-837,0,1838,0,0,0,12499,17.3
4/13/22,22:00,2068,8282,1057,0,68,372,17,-456,0,1223,0,0,0,12631,17.45
4/13/22,23:00,2068,7738,1108,0,68,924,14,-257,0,1786,0,0,0,13449,18.94
4/14/22,0:00,2067,8166,1592,0,68,1597,15,-184,0,1689,0,0,0,15011,28.49
4/14/22,1:00,2067,8623,1908,0,68,2069,15,0,326,1169,0,0,0,16245,31.17
4/14/22,2:00,2067,8293,2152,0,68,2488,15,0,330,1012,0,0,0,16425,32.69
4/14/22,3:00,2067,8530,2159,0,68,2882,22,0,169,874,0,0,0,16771,32.69
4/14/22,4:00,2067,7822,1943,0,68,2565,23,-65,0,1563,0,0,0,15985,29.16
4/14/22,5:00,2067,8616,2162,0,68,2055,20,-73,0,1806,0,0,0,16721,31.38
4/14/22,6:00,2067,9094,2231,0,68,1497,17,0,33,1991,0,0,0,16999,27.99
4/14/22,7:00,2067,9357,2153,0,68,891,14,0,619,1641,0,0,0,16811,28.72
4/14/22,8:00,2067,9399,2082,0,68,556,17,0,1235,1351,0,0,0,16775,34.8
4/14/22,9:00,2067,9244,2117,0,68,237,16,0,1182,1408,0,0,0,16340,32.94
4/14/22,10:00,2067,9366,2040,0,68,22,10,0,1274,1322,0,0,0,16170,34.8
4/14/22,11:00,2067,9019,1875,0,68,0,8,0,438,2019,0,0,0,15494,32.69
4/14/22,12:00,2068,8590,1618,0,68,0,10,0,134,2315,0,0,0,14804,27.45
4/14/22,13:00,2067,8673,1467,0,68,0,19,0,103,1796,0,0,0,14194,24.39
4/14/22,14:00,2067,8249,1452,0,68,0,13,0,65,1729,0,0,0,13644,18.4
4/14/22,15:00,2068,7366,1432,0,68,0,11,0,0,2153,0,0,0,13098,14.44
4/14/22,16:00,2068,7130,1446,0,68,0,10,-6,0,1445,0,0,0,12162,18.38
4/14/22,17:00,2067,6995,1526,0,68,0,14,-292,0,1435,0,0,0,11814,18.38
4/14/22,18:00,2067,7507,1623,0,68,0,10,-127,0,1090,0,0,0,12238,19.32
4/14/22,19:00,2067,7986,1671,0,68,0,12,-65,0,1093,0,0,0,12832,23
4/14/22,20:00,2067,7979,1680,0,68,0,12,0,0,1060,0,0,0,12867,21.63
4/14/22,21:00,2067,7711,1673,0,68,34,23,0,94,1056,0,0,0,12727,21.2
4/14/22,22:00,2067,7618,1670,0,68,414,31,-24,0,1205,0,0,0,13050,21.25
4/14/22,23:00,2067,8006,1710,0,68,817,22,-31,0,1369,0,0,0,14028,19.87
4/15/22,0:00,2067,8281,1787,0,68,1066,18,-21,0,2142,0,0,0,15410,31.57
4/15/22,1:00,2066,8364,1884,0,68,1274,17,-89,0,2465,0,0,0,16050,34.18
4/15/22,2:00,2066,8650,1953,0,68,1637,25,-91,0,1880,0,0,0,16189,33.16
4/15/22,3:00,2067,8710,1957,0,68,1516,45,0,115,1763,0,0,0,16242,36.39
4/15/22,4:00,2067,7866,1718,0,68,1416,69,-225,0,2396,0,0,0,15376,16.14
4/15/22,5:00,2067,8630,1855,0,68,1335,79,-39,0,2141,0,0,0,16136,19.49
4/15/22,6:00,2067,8660,2086,0,68,1098,97,0,93,2098,0,0,0,16268,21.34
4/15/22,7:00,2067,7974,2127,0,68,899,125,0,751,2311,0,0,0,16323,18.93
4/15/22,8:00,2067,7774,2213,0,68,575,130,0,870,2680,0,0,0,16377,22.86
4/15/22,9:00,2068,7655,2191,0,68,288,134,0,709,2881,0,0,0,15993,29.86
4/15/22,10:00,2067,7772,2095,0,68,30,132,0,553,3172,0,0,0,15890,34.85
4/15/22,11:00,2067,7496,1960,0,68,0,128,0,408,3310,0,0,0,15438,37.35
4/15/22,12:00,2067,7595,1714,0,68,0,136,0,675,2591,0,0,0,14847,37.89
4/15/22,13:00,2067,7316,1634,0,68,0,148,0,562,2428,0,0,0,14225,36.09
4/15/22,14:00,2067,7397,1626,0,68,0,153,0,441,2034,0,0,0,13786,31.86
4/15/22,15:00,2067,7337,1623,0,68,0,156,0,237,1762,0,0,0,13250,21.24
4/15/22,16:00,2067,6721,1637,0,68,0,167,0,81,1566,0,0,0,12308,18.94
4/15/22,17:00,2067,6724,1644,0,68,0,167,0,146,1077,0,0,0,11894,16.34
4/15/22,18:00,2067,6987,1698,0,68,0,177,0,259,1064,0,0,0,12320,20.22
4/15/22,19:00,2067,7203,1881,0,68,0,174,0,494,1013,0,0,0,12900,20.67
4/15/22,20:00,2066,7097,1690,0,68,0,187,0,574,1207,0,0,0,12890,22.99
4/15/22,21:00,2067,6836,1631,0,68,43,183,0,543,1166,0,0,0,12538,22.81
4/15/22,22:00,2066,6570,1510,0,68,569,184,0,260,1115,0,0,0,12342,15.52
4/15/22,23:00,2067,6249,1329,0,68,1526,165,0,33,1236,0,0,0,12674,6.79
4/16/22,0:00,2067,6315,1339,0,68,2336,161,-517,0,1762,0,0,0,13531,1.01
4/16/22,1:00,2066,6149,1329,0,68,3039,151,-1201,0,2467,0,0,0,14069,0.01
4/16/22,2:00,2066,5442,1330,0,68,3845,155,-1856,0,3222,0,0,0,14273,0.01
4/16/22,3:00,2067,4550,1313,0,68,4568,152,-2718,0,4331,0,0,0,14332,0.01
4/16/22,4:00,2067,4575,1306,0,68,4817,156,-2872,0,3808,0,0,0,13927,0.01
4/16/22,5:00,2067,4844,1309,0,68,4874,157,-2852,0,3360,0,0,0,13828,0.01
4/16/22,6:00,2068,5135,1299,0,68,4248,155,-2168,0,2643,0,0,0,13449,0.01
4/16/22,7:00,2068,5276,1481,0,68,3269,144,-498,0,1476,0,0,0,13283,0.01
4/16/22,8:00,2068,6304,1658,0,68,2087,133,0,122,1119,0,0,0,13559,10.24
4/16/22,9:00,2068,6893,1887,0,68,849,109,0,511,1558,0,0,0,13943,21.25
4/16/22,10:00,2068,7141,1901,0,68,65,119,0,875,2125,0,0,0,14361,25.42
4/16/22,11:00,2068,7034,2146,0,68,0,119,0,844,2335,0,0,0,14614,23.73
4/16/22,12:00,2068,7125,1918,0,68,0,81,0,564,2486,0,0,0,14311,23.01
4/16/22,13:00,2067,7099,1571,0,68,0,75,0,437,2416,0,0,0,13733,22.82
4/16/22,14:00,2068,7094,1528,0,68,0,79,0,144,2149,0,0,0,13131,22.62
4/16/22,15:00,2067,6988,1482,0,68,0,60,0,185,1733,0,0,0,12583,21.06
4/16/22,16:00,2067,6242,1527,0,68,0,45,0,159,1646,0,0,0,11756,17.75
4/16/22,17:00,2067,6343,1596,0,68,0,49,0,103,1227,0,0,0,11454,19.49
4/16/22,18:00,2067,6536,1875,0,68,0,48,0,100,1253,0,0,0,11947,20.27
4/16/22,19:00,2067,6487,1978,0,68,0,49,0,101,1815,0,0,0,12565,20.02
4/16/22,20:00,2067,6431,1979,0,68,0,39,0,104,1974,0,0,0,12663,22.61
4/16/22,21:00,2067,6308,1714,0,68,55,39,0,104,1864,0,0,0,12219,20.12
4/16/22,22:00,2068,5734,1472,0,68,764,36,0,126,1623,0,0,0,11892,4.73
4/16/22,23:00,2068,5070,1304,0,68,1931,34,0,145,1144,0,0,0,11764,0.01
4/17/22,0:00,2068,4639,1157,0,68,3123,33,-295,0,1363,0,0,0,12155,0.01
4/17/22,1:00,2068,4548,1153,0,68,4252,36,-1743,0,2299,0,0,0,12680,0.01
4/17/22,2:00,2067,4363,1101,0,68,4969,38,-2609,0,2904,0,0,0,12902,0.01
4/17/22,3:00,2068,4396,1112,0,68,5134,32,-2816,0,2892,0,0,0,12887,0.01
4/17/22,4:00,2068,4406,1100,0,68,5090,28,-2805,0,2946,0,0,0,12901,0.01
4/17/22,5:00,2067,4469,1198,0,68,4757,26,-2486,0,2696,0,0,0,12797,0.01
4/17/22,6:00,2066,4748,1281,0,68,4047,20,-2084,0,2304,0,0,0,12451,0.01
4/17/22,7:00,2066,4877,1381,0,68,3166,16,-977,0,1687,0,0,0,12284,0.01
4/17/22,8:00,2066,5946,1582,0,68,2042,11,-140,0,1047,0,0,0,12622,0.01
4/17/22,9:00,2066,6859,1803,0,68,853,7,0,414,1192,0,0,0,13264,12.02
4/17/22,10:00,2066,7500,2254,0,68,70,7,0,272,1529,0,0,0,13766,23.04
4/17/22,11:00,2066,7389,2267,0,68,0,7,0,242,1921,0,0,0,13960,23.03
4/17/22,12:00,2067,7506,2129,0,68,0,7,0,110,1781,0,0,0,13668,20.24
4/17/22,13:00,2067,7229,1821,0,68,0,9,0,109,1755,0,0,0,13059,16.95
4/17/22,14:00,2067,7223,1586,0,68,0,15,0,38,1447,0,0,0,12444,15.56
4/17/22,15:00,2067,6994,1537,0,68,0,10,0,0,1259,0,0,0,11936,16.52
4/17/22,16:00,2067,6548,1484,0,68,0,7,0,0,1001,0,0,0,11176,14.89
4/17/22,17:00,2067,6611,1472,0,68,0,8,0,0,734,0,0,0,10961,14.81
4/17/22,18:00,2067,7107,1470,0,68,0,9,0,0,876,0,0,0,11597,14.39
4/17/22,19:00,2067,7262,1392,0,68,0,12,0,0,1396,0,0,0,12198,19.49
4/17/22,20:00,2067,7349,1342,0,68,0,14,0,0,1455,0,0,0,12296,19.9
4/17/22,21:00,2067,7385,1335,0,68,47,12,0,0,1228,0,0,0,12143,23
4/17/22,22:00,2067,7386,1324,0,68,560,16,0,0,1132,0,0,0,12553,21.25
4/17/22,23:00,2067,7148,1369,0,68,1515,15,0,102,1169,0,0,0,13454,15.95
4/18/22,0:00,2067,6866,1799,0,68,2638,16,-148,0,1547,0,0,0,14854,18.94
4/18/22,1:00,2067,7269,2096,0,68,3448,18,-269,0,1327,0,0,0,16025,18.94
4/18/22,2:00,2067,7209,2085,0,68,3516,14,-208,0,1415,0,0,0,16167,14.09
4/18/22,3:00,2067,7699,1658,0,68,3297,17,-311,0,1569,0,0,0,16065,18.94
4/18/22,4:00,2067,7803,1457,0,68,2899,18,-602,0,1647,0,0,0,15358,11.41
4/18/22,5:00,2067,7618,1545,0,68,2486,20,-163,0,2126,0,0,0,15768,19.49
4/18/22,6:00,2067,8323,1847,0,68,2067,20,-193,0,1793,0,0,0,15994,19.75
4/18/22,7:00,2067,8539,2043,0,68,1443,20,-66,0,1668,0,0,0,15783,21.56
4/18/22,8:00,2067,8506,2089,0,68,882,22,0,294,1908,0,0,0,15835,24.45
4/18/22,9:00,2067,8647,2246,0,68,420,23,0,554,1566,0,0,0,15592,23.82
4/18/22,10:00,2067,8936,2265,0,68,53,14,0,550,1819,0,0,0,15774,26.79
4/18/22,11:00,2067,8732,2175,0,68,0,17,0,588,1839,0,0,0,15487,24.43
4/18/22,12:00,2067,8606,2115,0,68,0,25,0,489,1462,0,0,0,14834,22.01
4/18/22,13:00,2067,8641,1928,0,68,0,34,0,367,1176,0,0,0,14283,20.1
4/18/22,14:00,2068,8238,1637,0,68,0,33,0,249,1335,0,0,0,13628,21.47
4/18/22,15:00,2068,8172,1630,0,68,0,29,0,200,895,0,0,0,13062,17.2
4/18/22,16:00,2060,7444,1486,0,68,0,28,-113,0,1122,0,0,0,12095,15.75
4/18/22,17:00,2007,7182,1455,0,68,0,23,-362,0,1395,0,0,0,11768,18.06
4/18/22,18:00,2035,7398,1622,0,68,0,24,-253,0,1485,0,0,0,12379,18.02
4/18/22,19:00,2061,7290,1937,0,68,0,34,0,0,1659,0,0,0,13050,19.75
4/18/22,20:00,2065,7418,1924,0,68,0,48,0,0,1613,0,0,0,13136,19.75
4/18/22,21:00,2066,7820,1422,0,68,76,35,0,10,1510,0,0,0,13008,22.81
4/18/22,22:00,2067,7387,1376,0,68,817,40,-100,0,1579,0,0,0,13235,18.27
4/18/22,23:00,2068,6809,1422,0,68,1785,38,-163,0,1695,0,0,0,13722,12.39
4/19/22,0:00,2068,7187,1734,0,68,2676,30,-390,0,1666,0,0,0,15040,15.46
4/19/22,1:00,2068,6925,2102,0,68,3525,26,-82,0,1388,0,0,0,16020,16.34
4/19/22,2:00,2068,6592,2074,0,68,4386,29,-285,0,1412,0,0,0,16345,1.51
4/19/22,3:00,2067,6775,1652,0,68,5091,34,-207,0,1049,0,0,0,16530,0.04
4/19/22,4:00,2067,6312,1547,0,68,5098,32,-1013,0,1680,0,0,0,15791,0.01
4/19/22,5:00,2066,6516,1802,0,68,4698,31,-412,0,1601,0,0,0,16371,7.12
4/19/22,6:00,2067,6893,1949,0,68,3851,31,-306,0,1633,0,0,0,16187,12.38
4/19/22,7:00,2067,7360,2142,0,68,2987,26,-379,0,1769,0,0,0,16040,12.21
4/19/22,8:00,2066,8084,2191,0,68,2056,15,0,87,1626,0,0,0,16194,19.4
4/19/22,9:00,2066,8591,2262,0,68,856,9,0,325,1652,0,0,0,15830,23.82
4/19/22,10:00,2066,8988,2269,0,68,82,10,0,346,1882,0,0,0,15711,23.98
4/19/22,11:00,2066,8436,2187,0,68,0,9,0,361,2262,0,0,0,15390,21.69
4/19/22,12:00,2066,8125,2104,0,68,0,9,0,148,2262,0,0,0,14783,16.69
4/19/22,13:00,2066,7996,1646,0,68,0,8,0,342,2010,0,0,0,14137,16.56
4/19/22,14:00,2066,8163,1475,0,68,0,9,0,199,1573,0,0,0,13554,21.47
4/19/22,15:00,2067,7900,1478,0,68,0,9,-163,0,1551,0,0,0,12909,17.75
4/19/22,16:00,2067,7188,1560,0,68,0,8,-392,0,1465,0,0,0,11964,14.76
4/19/22,17:00,2067,6789,1947,0,68,0,7,-141,0,919,0,0,0,11656,17.24
4/19/22,18:00,2066,7147,1948,0,68,0,7,0,0,1000,0,0,0,12236,17.24
4/19/22,19:00,2067,7961,1871,0,68,0,6,0,0,959,0,0,0,12931,19.49
4/19/22,20:00,2066,8109,1537,0,68,0,6,0,0,1227,0,0,0,13013,21.24
4/19/22,21:00,2067,8313,1366,0,68,79,6,0,97,914,0,0,0,12910,21.25
4/19/22,22:00,2066,7626,1334,0,68,856,7,-55,0,1320,0,0,0,13223,16.34
4/19/22,23:00,2067,7127,1421,0,68,2131,9,-168,0,1219,0,0,0,13875,12.37
4/20/22,0:00,2067,7614,1435,0,68,3355,10,-478,0,1140,0,0,0,15211,12.35
4/20/22,1:00,2067,7476,1474,0,68,4384,13,-631,0,1343,0,0,0,16194,1.01
4/20/22,2:00,2067,6852,1642,0,68,5089,18,-612,0,1380,0,0,0,16504,0.01
4/20/22,3:00,2067,6332,1781,0,68,5423,26,-270,0,1269,0,0,0,16696,0.01
4/20/22,4:00,2066,6432,1324,0,68,5368,34,-540,0,1432,0,0,0,16183,0.01
4/20/22,5:00,2066,7371,1329,0,68,4843,36,-78,0,1030,0,0,0,16666,1.51
4/20/22,6:00,2066,7836,1542,0,68,4092,41,-384,0,1234,0,0,0,16497,10.38
4/20/22,7:00,2066,8397,2042,0,68,3151,43,-445,0,931,0,0,0,16254,8.55
4/20/22,8:00,2066,8586,2197,0,68,2030,49,-300,0,1553,0,0,0,16250,14.74
4/20/22,9:00,2066,8682,2249,0,68,837,52,-40,0,1838,0,0,0,15753,22.04
4/20/22,10:00,2066,9013,2249,0,68,85,58,0,331,1789,0,0,0,15660,26.63
4/20/22,11:00,2066,8549,2162,0,68,0,63,0,601,1858,0,0,0,15368,24.21
4/20/22,12:00,2066,8673,2106,0,68,0,69,0,174,1540,0,0,0,14697,24.34
4/20/22,13:00,2066,8314,1932,0,68,0,69,0,110,1559,0,0,0,14119,23.55
4/20/22,14:00,2066,8305,1707,0,68,0,71,-186,0,1496,0,0,0,13528,23.7
4/20/22,15:00,2067,7968,1580,0,68,0,66,-20,0,1195,0,0,0,12925,16.4
4/20/22,16:00,2067,7459,1411,0,68,0,61,-126,0,1074,0,0,0,12014,17.1
4/20/22,17:00,2067,7426,1394,0,68,0,65,-176,0,865,0,0,0,11709,17.33
4/20/22,18:00,2067,7864,1427,0,68,0,63,0,0,737,0,0,0,12226,18.4
4/20/22,19:00,2067,8256,1597,0,68,0,45,0,80,733,0,0,0,12847,19.49
4/20/22,20:00,2067,8354,1349,0,68,0,34,0,112,999,0,0,0,12983,19.14
4/20/22,21:00,2067,7935,1326,0,68,25,39,0,58,1241,0,0,0,12759,20.6
4/20/22,22:00,2067,7666,1298,0,68,361,37,-61,0,1448,0,0,0,12884,19.26
4/20/22,23:00,2067,7451,1333,0,68,1018,35,0,32,1452,0,0,0,13455,18.94
4/21/22,0:00,2067,8279,1644,0,68,1453,33,0,160,1046,0,0,0,14750,21.91
4/21/22,1:00,2067,9687,2073,0,68,1105,36,0,115,926,0,0,0,16077,22.98
4/21/22,2:00,2066,9426,2102,0,68,995,43,0,0,1613,0,0,0,16313,23.85
4/21/22,3:00,2066,9691,1777,0,68,875,46,0,0,1857,0,0,0,16381,24.06
4/21/22,4:00,2066,9379,1488,0,68,695,42,0,0,2040,0,0,0,15779,21.27
4/21/22,5:00,2067,10097,1819,0,68,578,34,0,104,1899,0,0,0,16665,23.36
4/21/22,6:00,2067,9670,2143,0,68,433,41,0,162,2203,0,0,0,16788,23.55
4/21/22,7:00,2067,9602,2267,0,68,353,79,0,179,2098,0,0,0,16712,23
4/21/22,8:00,2067,9792,2263,0,68,231,80,0,50,2338,0,0,0,16889,27.88
4/21/22,9:00,2067,9145,2180,0,68,146,78,0,368,2613,0,0,0,16665,32.15
4/21/22,10:00,2067,9365,2193,0,68,15,102,0,433,2169,0,0,0,16412,32.46
4/21/22,11:00,2067,8694,2161,0,68,0,108,0,383,2291,0,0,0,15773,30
4/21/22,12:00,2067,8571,2150,0,68,0,93,0,183,1921,0,0,0,15053,23.79
4/21/22,13:00,2067,8606,1763,0,68,0,63,0,293,1583,0,0,0,14445,22.8
4/21/22,14:00,2068,8609,1673,0,68,0,24,0,139,1152,0,0,0,13734,21.56
4/21/22,15:00,2068,8385,1637,0,68,0,11,-188,0,1130,0,0,0,13110,16.34
4/21/22,16:00,2068,7015,1465,0,68,0,8,-92,0,1656,0,0,0,12188,15.89
4/21/22,17:00,2068,6790,1464,0,68,0,8,0,0,1397,0,0,0,11796,17.25
4/21/22,18:00,2067,7752,1453,0,68,0,16,0,0,923,0,0,0,12280,19.49
4/21/22,19:00,2067,8009,1481,0,68,0,43,0,90,1119,0,0,0,12878,21.79
4/21/22,20:00,2067,7933,1533,0,68,0,60,0,107,1149,0,0,0,12918,21.83
4/21/22,21:00,2068,7768,1452,0,68,77,53,0,100,1133,0,0,0,12720,22.99
4/21/22,22:00,2068,7002,1470,0,68,597,47,0,160,1640,0,0,0,13053,19.49
4/21/22,23:00,2068,6216,1466,0,68,1280,31,-17,0,2826,0,0,0,13939,16.71
4/22/22,0:00,2067,6311,1552,0,68,2025,25,-363,0,3563,0,0,0,15249,15
4/22/22,1:00,2068,6134,1638,0,68,2955,21,-243,0,3588,0,0,0,16230,11.04
4/22/22,2:00,2067,6397,1554,0,68,3900,18,-171,0,2746,0,0,0,16580,10.87
4/22/22,3:00,2067,6037,1557,0,68,4718,18,0,128,2144,0,0,0,16738,2
4/22/22,4:00,2066,5665,1552,0,68,5122,18,-820,0,2408,0,0,0,16081,0.01
4/22/22,5:00,2066,6588,1689,0,68,5003,16,-566,0,1848,0,0,0,16712,1.5
4/22/22,6:00,2066,7011,1900,0,68,4390,15,-858,0,1943,0,0,0,16535,4.97
4/22/22,7:00,2065,7376,2283,0,68,3385,13,-390,0,1453,0,0,0,16253,6.74
4/22/22,8:00,2065,8010,2290,0,68,2170,12,-76,0,1736,0,0,0,16275,20.7
4/22/22,9:00,2066,8480,2259,0,68,927,12,0,332,1633,0,0,0,15778,24.12
4/22/22,10:00,2066,8304,2151,0,68,97,12,0,599,2171,0,0,0,15469,25.9
4/22/22,11:00,2066,8322,1995,0,68,0,10,0,582,2162,0,0,0,15206,26.04
4/22/22,12:00,2066,8272,1678,0,68,0,18,0,341,2078,0,0,0,14522,25
4/22/22,13:00,2067,8338,1565,0,68,0,22,0,199,1651,0,0,0,13909,23.48
4/22/22,14:00,2066,8075,1513,0,68,0,25,-31,0,1614,0,0,0,13330,23.21
4/22/22,15:00,2067,7809,1518,0,68,0,28,0,40,1222,0,0,0,12752,19.68
4/22/22,16:00,2067,6683,1487,0,68,0,25,0,0,1528,0,0,0,11859,19.81
4/22/22,17:00,2067,6599,1443,0,68,0,16,0,0,1299,0,0,0,11492,19.81
4/22/22,18:00,2066,7059,1554,0,68,0,8,0,0,1233,0,0,0,11988,18.91
4/22/22,19:00,2066,7280,1759,0,68,0,7,0,0,1413,0,0,0,12593,19.1
4/22/22,20:00,2066,7116,1903,0,68,0,8,0,0,1367,0,0,0,12529,20.37
4/22/22,21:00,2067,6923,1719,0,68,52,9,0,0,1169,0,0,0,12008,18.91
4/22/22,22:00,2067,6301,1300,0,68,640,11,0,0,1212,0,0,0,11599,21.84
4/22/22,23:00,2067,5309,1266,0,68,1816,12,-407,0,1995,0,0,0,12126,18.44
4/23/22,0:00,2067,5545,1100,0,68,2967,12,-296,0,1833,0,0,0,13296,16.01
4/23/22,1:00,2067,5303,1117,0,68,3747,20,-439,0,2138,0,0,0,14021,16.32
4/23/22,2:00,2066,5397,1114,0,68,4091,22,-577,0,1941,0,0,0,14123,13.11
4/23/22,3:00,2066,5834,1124,0,68,3859,23,-735,0,1883,0,0,0,14123,11.22
4/23/22,4:00,2067,5440,1151,0,68,3830,22,-644,0,1905,0,0,0,13839,10.07
4/23/22,5:00,2066,6716,1217,0,68,2925,13,-227,0,1444,0,0,0,14223,10.6
4/23/22,6:00,2066,6787,1293,0,68,1543,9,0,315,1727,0,0,0,13809,14.23
4/23/22,7:00,2066,6413,1383,0,68,913,7,-308,0,3055,0,0,0,13597,14.55
4/23/22,8:00,2066,6978,1783,0,68,503,6,0,142,2260,0,0,0,13807,17.7
4/23/22,9:00,2066,7761,1966,0,68,240,19,0,273,1542,0,0,0,13936,22.12
4/23/22,10:00,2066,8325,2232,0,68,24,17,0,11,1496,0,0,0,14240,24.01
4/23/22,11:00,2066,8134,2133,0,68,0,15,0,0,1679,0,0,0,14095,23.88
4/23/22,12:00,2066,8011,1963,0,68,0,17,0,0,1423,0,0,0,13547,21.72
4/23/22,13:00,2066,7579,1672,0,68,0,37,0,0,1464,0,0,0,12887,19.17
4/23/22,14:00,2066,7380,1392,0,68,0,21,-161,0,1427,0,0,0,12193,19.81
4/23/22,15:00,2066,7430,1298,0,68,0,39,-325,0,1164,0,0,0,11739,17.92
4/23/22,16:00,2065,6350,1265,0,68,0,40,-578,0,1776,0,0,0,10988,18.78
4/23/22,17:00,2066,6244,1264,0,68,0,40,-582,0,1603,0,0,0,10703,18.06
4/23/22,18:00,2066,6357,1522,0,68,0,23,-335,0,1385,0,0,0,11086,19.1
4/23/22,19:00,2066,6892,1651,0,68,0,33,-129,0,1136,0,0,0,11718,20.93
4/23/22,20:00,2066,6823,1749,0,68,0,49,0,0,991,0,0,0,11745,20.93
4/23/22,21:00,2066,6471,1628,0,68,20,49,-82,0,1009,0,0,0,11230,20.19
4/23/22,22:00,2066,6375,1212,0,68,239,35,-508,0,1433,0,0,0,10922,17.7
4/23/22,23:00,2067,6253,1170,0,68,389,11,-1196,0,2622,0,0,0,11384,12.92
4/24/22,0:00,2066,6424,1136,0,68,492,11,-973,0,2931,0,0,0,12156,9.02
4/24/22,1:00,2066,6439,1099,0,68,626,16,-579,0,3073,0,0,0,12809,15.48
4/24/22,2:00,2066,6247,1076,0,68,803,19,-559,0,3150,0,0,0,12870,10.26
4/24/22,3:00,2066,6328,1160,0,68,868,22,-729,0,3244,0,0,0,13027,11.29
4/24/22,4:00,2066,6665,1089,0,68,822,32,-929,0,3255,0,0,0,13069,11.33
4/24/22,5:00,2065,6610,1018,0,68,852,39,-573,0,2740,0,0,0,12820,12.66
4/24/22,6:00,2066,6596,1045,0,68,768,19,-196,0,2400,0,0,0,12765,17.04
