1,2,3,4,5,6,7,8,9
16,0,2,0,156,163,0,0,0
4145,39290,19325,8325,11287,15822,4096,15598,4530
549,290,312,241,370,1733,128,187,210
2048,15160,9150,5105,8775,7307,1138,5864,2570
0,0,0,0,4147,0,0,4965,880
931,3270,2351,703,1250,2380,1972,2840,780
287,370,256,292,574,759,129,70,210
