1,2,3,4,5,6,7,8,9
0.360655738,0.586206897,0.71474359,0.543568465,0.513513514,0.356030006,0.3046875,0.748663102,0.666666667
0.320582878,0.620689655,0.647435897,0.593360996,0.52972973,0.398153491,0.3359375,0.748663102,0.571428571
0.307832423,0.620689655,0.625,0.647302905,0.57027027,0.447778419,0.3203125,0.802139037,0.571428571
0.21129326,0.655172414,0.634615385,0.668049793,0.605405405,0.532025389,0.2890625,0.807486631,0.666666667
0.309653916,0.75862069,0.608974359,0.647302905,0.627027027,0.488170802,0.3046875,0.764705882,0.666666667
0.329690346,0.75862069,0.586538462,0.643153527,0.640540541,0.43508367,0.3359375,0.764705882,0.619047619
0.315118397,0.75862069,0.612179487,0.601659751,0.645945946,0.485285632,0.3125,0.79144385,0.523809524
0.35154827,0.75862069,0.618589744,0.593360996,0.597297297,0.498557415,0.3125,0.79144385,0.523809524
0.408014572,0.724137931,0.519230769,0.647302905,0.543243243,0.581650317,0.34375,0.71657754,0.476190476
0.47723133,0.689655172,0.480769231,0.634854772,0.494594595,0.577034045,0.3515625,0.786096257,0.476190476
0.482695811,0.655172414,0.474358974,0.572614108,0.456756757,0.662435084,0.359375,0.759358289,0.476190476
0.4571949,0.620689655,0.506410256,0.514522822,0.445945946,0.651471437,0.3671875,0.721925134,0.476190476
0.438979964,0.655172414,0.560897436,0.539419087,0.356756757,0.682054241,0.359375,0.743315508,0.476190476
0.469945355,0.620689655,0.528846154,0.493775934,0.489189189,0.695326024,0.3515625,0.818181818,0.428571429
0.479052823,0.586206897,0.512820513,0.489626556,0.589189189,0.723023658,0.3203125,0.807486631,0.428571429
0.473588342,0.517241379,0.58974359,0.481327801,0.621621622,0.723600692,0.3359375,0.759358289,0.333333333
0.479052823,0.482758621,0.58974359,0.452282158,0.616216216,0.690132718,0.375,0.737967914,0.285714286
0.428051002,0.413793103,0.564102564,0.385892116,0.594594595,0.706289671,0.296875,0.689839572,0.333333333
0.415300546,0.379310345,0.560897436,0.286307054,0.583783784,0.687247548,0.1640625,0.620320856,0.285714286
0.37704918,0.379310345,0.493589744,0.31120332,0.575675676,0.642238892,0.140625,0.598930481,0.285714286
0.329690346,0.413793103,0.426282051,0.323651452,0.532432432,0.578765147,0.125,0.534759358,0.333333333
0.315118397,0.413793103,0.416666667,0.290456432,0.518918919,0.458742066,0.0859375,0.379679144,0.380952381
0.315118397,0.413793103,0.400641026,0.269709544,0.472972973,0.35372187,0.0546875,0.352941176,0.428571429
0.355191257,0.413793103,0.407051282,0.261410788,0.413513514,0.304096942,0.046875,0.336898396,0.428571429
0.315118397,0.344827586,0.33974359,0.228215768,0.32972973,0.254472014,0.0234375,0.315508021,0.380952381
0.256830601,0.344827586,0.291666667,0.178423237,0.297297297,0.274668205,0.015625,0.320855615,0.380952381
0.198542805,0.379310345,0.230769231,0.136929461,0.3,0.272937103,0.0234375,0.288770053,0.380952381
0.202185792,0.379310345,0.166666667,0.099585062,0.22972973,0.264281593,0.0234375,0.278074866,0.380952381
0.204007286,0.310344828,0.131410256,0.082987552,0.235135135,0.221581073,0.03125,0.235294118,0.333333333
0.224043716,0.310344828,0.083333333,0.099585062,0.210810811,0.214656665,0.03125,0.187165775,0.333333333
0.258652095,0.275862069,0.041666667,0.107883817,0.216216216,0.186381997,0.0078125,0.122994652,0.238095238
0.238615665,0.206896552,0.03525641,0.091286307,0.213513514,0.212925563,0,0.080213904,0.238095238
0.304189435,0.172413793,0.03525641,0.037344398,0.183783784,0.268320831,0.015625,0.07486631,0.19047619
0.366120219,0.137931034,0.048076923,0.041493776,0.172972973,0.280438546,0.0234375,0.069518717,0.142857143
0.435336976,0.103448276,0.051282051,0.062240664,0.17027027,0.317945759,0.046875,0.069518717,0.142857143
0.455373406,0.068965517,0.044871795,0.099585062,0.145945946,0.326024235,0.0859375,0.080213904,0.142857143
0.499089253,0.068965517,0.080128205,0.124481328,0.143243243,0.316214657,0.1328125,0.085561497,0.142857143
0.584699454,0.068965517,0.08974359,0.12033195,0.156756757,0.297172533,0.171875,0.07486631,0.142857143
0.608378871,0.034482759,0.118589744,0.116182573,0.151351351,0.263704559,0.1796875,0.064171123,0.095238095
0.628415301,0.034482759,0.16025641,0.12033195,0.135135135,0.242931333,0.140625,0.053475936,0.095238095
0.626593807,0.034482759,0.182692308,0.099585062,0.137837838,0.218695903,0.1171875,0.042780749,0.047619048
0.586520947,0.068965517,0.131410256,0.074688797,0.118918919,0.165031737,0.140625,0.037433155,0
0.506375228,0.068965517,0.08974359,0.078838174,0.091891892,0.109636469,0.125,0.032085561,0
0.466302368,0.068965517,0.076923077,0.091286307,0.102702703,0.075014426,0.1328125,0.032085561,0
0.468123862,0.103448276,0.048076923,0.10373444,0.1,0.062319677,0.15625,0.032085561,0.047619048
0.515482696,0.103448276,0.073717949,0.099585062,0.110810811,0.070398153,0.171875,0.037433155,0.047619048
0.524590164,0.103448276,0.086538462,0.070539419,0.108108108,0.079053664,0.1640625,0.048128342,0.047619048
0.519125683,0.103448276,0.128205128,0.070539419,0.108108108,0.099249856,0.1640625,0.058823529,0.047619048
0.493624772,0.103448276,0.131410256,0.066390041,0.105405405,0.121754183,0.1171875,0.053475936,0.047619048
0.491803279,0.103448276,0.205128205,0.066390041,0.094594595,0.115406809,0.09375,0.053475936,0.095238095
0.484517304,0.103448276,0.240384615,0.045643154,0.086486486,0.103289094,0.0859375,0.053475936,0.142857143
0.426229508,0.103448276,0.230769231,0.037344398,0.097297297,0.077899596,0.09375,0.042780749,0.142857143
0.364298725,0.103448276,0.230769231,0.049792531,0.137837838,0.059434507,0.1171875,0.037433155,0.19047619
0.347905282,0.103448276,0.275641026,0.058091286,0.143243243,0.05712637,0.1484375,0.037433155,0.19047619
0.35154827,0.103448276,0.275641026,0.058091286,0.108108108,0.053664166,0.1640625,0.037433155,0.19047619
0.353369763,0.103448276,0.310897436,0.049792531,0.121621622,0.032890941,0.09375,0.042780749,0.19047619
0.378870674,0.068965517,0.317307692,0.049792531,0.124324324,0.035776111,0.078125,0.048128342,0.19047619
0.413479053,0.068965517,0.317307692,0.062240664,0.132432432,0.032313907,0.046875,0.053475936,0.19047619
0.480874317,0.103448276,0.262820513,0.128630705,0.140540541,0.031736872,0.03125,0.053475936,0.19047619
0.488160291,0.103448276,0.221153846,0.228215768,0.137837838,0.04558569,0.0546875,0.064171123,0.19047619
0.4571949,0.103448276,0.253205128,0.244813278,0.113513514,0.060011541,0.0546875,0.058823529,0.19047619
0.429872495,0.103448276,0.189102564,0.282157676,0.143243243,0.070975188,0.0625,0.064171123,0.142857143
0.422586521,0.137931034,0.173076923,0.319502075,0.17027027,0.07559146,0.0625,0.064171123,0.095238095
0.408014572,0.137931034,0.16025641,0.331950207,0.175675676,0.062319677,0.0703125,0.069518717,0.095238095
0.386156648,0.137931034,0.157051282,0.414937759,0.243243243,0.050201962,0.1015625,0.080213904,0.047619048
0.347905282,0.137931034,0.150641026,0.352697095,0.248648649,0.033467975,0.125,0.085561497,0.047619048
0.295081967,0.206896552,0.169871795,0.282157676,0.218918919,0.026543566,0.125,0.101604278,0.095238095
0.275045537,0.206896552,0.182692308,0.253112033,0.208108108,0.031736872,0.109375,0.085561497,0.095238095
0.234972678,0.206896552,0.189102564,0.244813278,0.183783784,0.035776111,0.140625,0.058823529,0.095238095
0.236794171,0.206896552,0.173076923,0.2406639,0.164864865,0.036930179,0.171875,0.069518717,0.095238095
0.238615665,0.206896552,0.150641026,0.219917012,0.145945946,0.043277553,0.125,0.07486631,0.095238095
0.236794171,0.172413793,0.16025641,0.165975104,0.137837838,0.039815349,0.1015625,0.090909091,0.19047619
0.249544627,0.172413793,0.157051282,0.10373444,0.132432432,0.045008656,0.1171875,0.096256684,0.19047619
0.242258652,0.172413793,0.153846154,0.053941909,0.135135135,0.042123485,0.0703125,0.090909091,0.238095238
0.229508197,0.172413793,0.157051282,0.045643154,0.127027027,0.045008656,0.0625,0.112299465,0.285714286
0.227686703,0.172413793,0.163461538,0.041493776,0.148648649,0.053664166,0.0859375,0.144385027,0.285714286
0.229508197,0.172413793,0.173076923,0.045643154,0.162162162,0.05712637,0.1171875,0.160427807,0.285714286
0.224043716,0.206896552,0.141025641,0.070539419,0.186486486,0.056549336,0.109375,0.176470588,0.333333333
0.227686703,0.206896552,0.121794872,0.070539419,0.194594595,0.061165609,0.0703125,0.203208556,0.333333333
0.238615665,0.206896552,0.169871795,0.053941909,0.151351351,0.050201962,0.03125,0.251336898,0.333333333
0.245901639,0.172413793,0.173076923,0.049792531,0.113513514,0.046162724,0.0078125,0.267379679,0.285714286
0.244080146,0.172413793,0.192307692,0.041493776,0.102702703,0.036930179,0.046875,0.336898396,0.285714286
0.23132969,0.172413793,0.169871795,0.062240664,0.089189189,0.034622043,0.109375,0.304812834,0.238095238
0.23132969,0.172413793,0.211538462,0.116182573,0.094594595,0.032890941,0.1484375,0.336898396,0.238095238
0.244080146,0.172413793,0.25,0.12033195,0.12972973,0.032313907,0.15625,0.411764706,0.238095238
0.236794171,0.172413793,0.333333333,0.128630705,0.145945946,0.025966532,0.1796875,0.43315508,0.333333333
0.227686703,0.172413793,0.33974359,0.124481328,0.17027027,0.028851702,0.2109375,0.43315508,0.380952381
0.236794171,0.172413793,0.413461538,0.095435685,0.189189189,0.025966532,0.203125,0.427807487,0.428571429
0.225865209,0.172413793,0.557692308,0.095435685,0.178378378,0.032890941,0.125,0.443850267,0.476190476
0.233151184,0.206896552,0.544871795,0.062240664,0.140540541,0.033467975,0.109375,0.459893048,0.476190476
0.220400729,0.206896552,0.551282051,0.062240664,0.132432432,0.040969417,0.0859375,0.374331551,0.428571429
0.224043716,0.206896552,0.576923077,0.045643154,0.137837838,0.046739758,0.09375,0.43315508,0.380952381
0.238615665,0.206896552,0.599358974,0.041493776,0.143243243,0.039815349,0.0859375,0.363636364,0.333333333
0.262295082,0.206896552,0.570512821,0.058091286,0.086486486,0.038661281,0.0625,0.379679144,0.285714286
0.255009107,0.172413793,0.509615385,0.041493776,0.062162162,0.034622043,0.0390625,0.401069519,0.285714286
0.255009107,0.172413793,0.46474359,0.012448133,0.040540541,0.036353145,0.03125,0.481283422,0.285714286
0.23132969,0.310344828,0.384615385,0.008298755,0.035135135,0.044431621,0.015625,0.513368984,0.285714286
0.21129326,0.344827586,0.317307692,0.012448133,0.037837838,0.050778996,0.0078125,0.556149733,0.333333333
0.20582878,0.379310345,0.33974359,0.012448133,0.037837838,0.035776111,0.0078125,0.534759358,0.333333333
0.209471767,0.379310345,0.365384615,0.012448133,0.037837838,0.02135026,0,0.50802139,0.380952381
0.20582878,0.379310345,0.381410256,0.01659751,0.027027027,0.020196192,0,0.454545455,0.380952381
0.213114754,0.379310345,0.368589744,0.012448133,0.02972973,0.019042123,0,0.449197861,0.380952381
0.229508197,0.344827586,0.320512821,0.012448133,0.032432432,0.013848817,0,0.395721925,0.333333333
0.247723133,0.310344828,0.301282051,0.004149378,0.021621622,0.008078477,0,0.240641711,0.238095238
0.236794171,0.275862069,0.179487179,0,0.002702703,0.008078477,0,0.20855615,0.19047619
0.225865209,0.206896552,0.051282051,0,0,0.012694749,0,0.203208556,0.047619048
0.242258652,0.172413793,0.025641026,0.008298755,0.002702703,0.025389498,0.015625,0.197860963,0.047619048
0.285974499,0.137931034,0.03525641,0.020746888,0.005405405,0.041546451,0.0234375,0.219251337,0.047619048
0.296903461,0.137931034,0.016025641,0.066390041,0.005405405,0.044431621,0.0390625,0.187165775,0
0.315118397,0.103448276,0.009615385,0.070539419,0.013513514,0.055395268,0.015625,0.176470588,0.047619048
0.313296903,0.103448276,0.022435897,0.062240664,0.035135135,0.055972302,0.0078125,0.080213904,0
0.255009107,0.103448276,0.032051282,0.037344398,0.043243243,0.070398153,0.0078125,0.053475936,0.047619048
0.256830601,0.068965517,0.025641026,0.041493776,0.043243243,0.05135603,0,0.058823529,0
0.304189435,0.068965517,0.022435897,0.058091286,0.054054054,0.047316792,0.0078125,0.096256684,0
0.35154827,0.068965517,0.032051282,0.141078838,0.059459459,0.057703405,0.015625,0.176470588,0
0.378870674,0.068965517,0.028846154,0.215767635,0.064864865,0.061742643,0.0390625,0.235294118,0
0.318761384,0.103448276,0.03525641,0.22406639,0.105405405,0.058857473,0.09375,0.326203209,0.047619048
0.315118397,0.137931034,0.038461538,0.269709544,0.086486486,0.069821119,0.125,0.368983957,0.095238095
0.313296903,0.172413793,0.057692308,0.31120332,0.089189189,0.082515868,0.1328125,0.411764706,0.047619048
0.391621129,0.137931034,0.073717949,0.340248963,0.102702703,0.110213503,0.203125,0.395721925,0.047619048
0.438979964,0.137931034,0.064102564,0.32780083,0.12972973,0.140796307,0.2421875,0.267379679,0.047619048
0.424408015,0.137931034,0.028846154,0.34439834,0.151351351,0.169070975,0.328125,0.165775401,0.047619048
0.41712204,0.137931034,0.016025641,0.381742739,0.121621622,0.191575303,0.3828125,0.128342246,0
0.402550091,0.137931034,0.019230769,0.340248963,0.108108108,0.204270052,0.46875,0.053475936,0.047619048
